plant,rule,axis,factor,kp,ki,kd,survived,rise_s,settle_s,overshoot_pct,iae,u_tv
slow L/T=0.1,AMIGO-step,tau,0.70,4.70000,1.11905,2.28155,1,4.2500,7.4000,0.752,3.30416,1.0083
slow L/T=0.1,AMIGO-step,tau,1.00,4.70000,1.11905,2.28155,1,5.6500,15.7000,3.598,4.34436,1.0743
slow L/T=0.1,AMIGO-step,tau,1.40,4.70000,1.11905,2.28155,1,7.7000,20.8500,6.046,5.77794,1.2004
slow L/T=0.1,AMIGO-step,tau,1.70,4.70000,1.11905,2.28155,1,9.3000,24.0500,7.027,6.84228,1.2989
slow L/T=0.1,AMIGO-step,tau,2.00,4.70000,1.11905,2.28155,1,10.9500,27.1000,7.580,7.89127,1.3934
slow L/T=0.1,AMIGO-step,delay,0.50,4.70000,1.11905,2.28155,1,5.8000,16.6000,3.875,3.92590,1.0667
slow L/T=0.1,AMIGO-step,delay,0.70,4.70000,1.11905,2.28155,1,5.7500,16.2500,3.763,4.09424,1.0692
slow L/T=0.1,AMIGO-step,delay,1.00,4.70000,1.11905,2.28155,1,5.6500,15.7000,3.598,4.34436,1.0743
slow L/T=0.1,AMIGO-step,delay,1.40,4.70000,1.11905,2.28155,1,5.5500,14.7500,3.431,4.67589,1.0868
slow L/T=0.1,AMIGO-step,delay,1.70,4.70000,1.11905,2.28155,1,5.5000,13.8000,3.766,4.93557,1.1255
slow L/T=0.1,AMIGO-step,delay,2.00,4.70000,1.11905,2.28155,1,5.4500,13.4000,5.210,5.25561,1.3754
slow L/T=0.1,IMC-lambda,gain,0.50,1.90909,0.18182,0.90909,1,22.0500,40.4000,0.000,11.02791,0.0908
slow L/T=0.1,IMC-lambda,gain,0.70,1.90909,0.18182,0.90909,1,15.1000,27.5000,0.006,7.88142,0.6536
slow L/T=0.1,IMC-lambda,gain,1.00,1.90909,0.18182,0.90909,1,10.0500,18.0000,0.170,5.58661,1.0824
slow L/T=0.1,IMC-lambda,gain,1.40,1.90909,0.18182,0.90909,1,6.7500,12.0000,0.583,4.15122,1.3683
slow L/T=0.1,IMC-lambda,gain,1.70,1.90909,0.18182,0.90909,1,5.3000,9.5500,0.906,3.54969,1.4944
slow L/T=0.1,IMC-lambda,gain,2.00,1.90909,0.18182,0.90909,1,4.3000,7.9000,1.202,3.14074,1.5828
slow L/T=0.1,IMC-lambda,tau,0.50,1.90909,0.18182,0.90909,1,11.8000,34.4000,0.000,5.51851,1.2250
slow L/T=0.1,IMC-lambda,tau,0.70,1.90909,0.18182,0.90909,1,10.0000,28.7500,0.000,5.51855,1.1204
slow L/T=0.1,IMC-lambda,tau,1.00,1.90909,0.18182,0.90909,1,10.0500,18.0000,0.170,5.58661,1.0824
slow L/T=0.1,IMC-lambda,tau,1.40,1.90909,0.18182,0.90909,1,11.1000,39.9500,3.967,7.21390,1.0921
slow L/T=0.1,IMC-lambda,tau,1.70,1.90909,0.18182,0.90909,1,11.9500,47.7500,6.809,8.58501,1.1160
slow L/T=0.1,IMC-lambda,tau,2.00,1.90909,0.18182,0.90909,1,12.8000,52.9000,9.369,9.97241,1.1520
slow L/T=0.1,IMC-lambda,delay,0.50,1.90909,0.18182,0.90909,1,11.0500,19.2000,0.134,5.50686,1.0824
slow L/T=0.1,IMC-lambda,delay,0.70,1.90909,0.18182,0.90909,1,10.6500,18.6500,0.154,5.52948,1.0824
slow L/T=0.1,IMC-lambda,delay,1.00,1.90909,0.18182,0.90909,1,10.0500,18.0000,0.170,5.58661,1.0824
slow L/T=0.1,IMC-lambda,delay,1.40,1.90909,0.18182,0.90909,1,9.3000,17.2500,0.150,5.69925,1.0824
slow L/T=0.1,IMC-lambda,delay,1.70,1.90909,0.18182,0.90909,1,8.7500,16.8000,0.098,5.80397,1.0824
slow L/T=0.1,IMC-lambda,delay,2.00,1.90909,0.18182,0.90909,1,8.2000,16.3500,0.021,5.92610,1.0823
furnace L/T=0.2,Ziegler-Nichols,gain,0.50,1.70049,0.22851,3.16355,1,6.6000,57.9000,32.300,13.84986,2.2286
furnace L/T=0.2,Ziegler-Nichols,gain,0.70,1.70049,0.22851,3.16355,1,4.4000,47.3000,33.908,11.73684,2.3265
furnace L/T=0.2,Ziegler-Nichols,gain,1.00,1.70049,0.22851,3.16355,1,3.0000,36.9000,42.200,10.02157,2.7823
furnace L/T=0.2,Ziegler-Nichols,gain,1.40,1.70049,0.22851,3.16355,0,2.1000,84.7000,72.340,14.54388,13.1766
furnace L/T=0.2,Ziegler-Nichols,gain,1.70,1.70049,0.22851,3.16355,0,1.7000,400.0000,100.879,237.21129,285.7782
furnace L/T=0.2,Ziegler-Nichols,gain,2.00,1.70049,0.22851,3.16355,0,1.5000,400.0000,129.379,288.61019,299.0943
furnace L/T=0.2,Ziegler-Nichols,tau,0.50,1.70049,0.22851,3.16355,0,1.6000,400.0000,105.077,267.69402,306.9930
furnace L/T=0.2,Ziegler-Nichols,tau,0.70,1.70049,0.22851,3.16355,0,2.1000,93.7000,64.863,14.77098,14.2526
furnace L/T=0.2,Ziegler-Nichols,tau,1.00,1.70049,0.22851,3.16355,1,3.0000,36.9000,42.200,10.02157,2.7823
furnace L/T=0.2,Ziegler-Nichols,tau,1.40,1.70049,0.22851,3.16355,1,4.1000,46.8000,40.871,12.72910,2.7162
furnace L/T=0.2,Ziegler-Nichols,tau,1.70,1.70049,0.22851,3.16355,1,5.1000,68.2000,44.343,14.97097,3.0145
furnace L/T=0.2,Ziegler-Nichols,tau,2.00,1.70049,0.22851,3.16355,1,5.9000,77.0000,46.685,17.23840,3.3219
furnace L/T=0.2,Ziegler-Nichols,delay,0.50,1.70049,0.22851,3.16355,1,4.8000,29.3000,22.642,7.34689,2.8268
furnace L/T=0.2,Ziegler-Nichols,delay,0.70,1.70049,0.22851,3.16355,1,3.1000,27.9000,27.506,8.06873,2.7441
furnace L/T=0.2,Ziegler-Nichols,delay,1.00,1.70049,0.22851,3.16355,1,3.0000,36.9000,42.200,10.02157,2.7823
furnace L/T=0.2,Ziegler-Nichols,delay,1.40,1.70049,0.22851,3.16355,0,3.0000,78.2000,79.994,19.05097,6.9427
furnace L/T=0.2,Ziegler-Nichols,delay,1.70,1.70049,0.22851,3.16355,0,3.0000,400.0000,105.211,268.81413,111.2884
furnace L/T=0.2,Ziegler-Nichols,delay,2.00,1.70049,0.22851,3.16355,0,3.0000,400.0000,128.305,370.66771,106.7598
furnace L/T=0.2,Tyreus-Luyben,gain,0.50,1.27536,0.03895,3.01290,1,28.8000,86.3000,0.000,17.01529,0.9908
furnace L/T=0.2,Tyreus-Luyben,gain,0.70,1.27536,0.03895,3.01290,1,16.8000,55.5000,0.000,12.12531,1.3580
furnace L/T=0.2,Tyreus-Luyben,gain,1.00,1.27536,0.03895,3.01290,1,12.0000,27.8000,0.000,8.45787,2.5259
furnace L/T=0.2,Tyreus-Luyben,gain,1.40,1.27536,0.03895,3.01290,1,3.1000,51.9000,15.384,9.08113,7.1925
furnace L/T=0.2,Tyreus-Luyben,gain,1.70,1.27536,0.03895,3.01290,0,2.5000,400.0000,42.954,45.53304,60.3859
furnace L/T=0.2,Tyreus-Luyben,gain,2.00,1.27536,0.03895,3.01290,0,2.2000,400.0000,103.486,275.75277,313.5001
furnace L/T=0.2,Tyreus-Luyben,tau,0.50,1.27536,0.03895,3.01290,0,2.3000,400.0000,84.917,259.07914,320.4835
furnace L/T=0.2,Tyreus-Luyben,tau,0.70,1.27536,0.03895,3.01290,1,3.2000,66.6000,10.998,9.87622,7.6901
furnace L/T=0.2,Tyreus-Luyben,tau,1.00,1.27536,0.03895,3.01290,1,12.0000,27.8000,0.000,8.45787,2.5259
furnace L/T=0.2,Tyreus-Luyben,tau,1.40,1.27536,0.03895,3.01290,1,12.4000,23.2000,1.724,10.11059,1.4551
furnace L/T=0.2,Tyreus-Luyben,tau,1.70,1.27536,0.03895,3.01290,1,13.9000,69.5000,3.704,12.08829,1.3067
furnace L/T=0.2,Tyreus-Luyben,tau,2.00,1.27536,0.03895,3.01290,1,15.4000,85.2000,5.548,14.02085,1.2794
furnace L/T=0.2,Tyreus-Luyben,delay,0.50,1.27536,0.03895,3.01290,1,14.4000,32.8000,0.000,8.45787,1.7758
furnace L/T=0.2,Tyreus-Luyben,delay,0.70,1.27536,0.03895,3.01290,1,12.8000,30.4000,0.000,8.45787,2.0355
furnace L/T=0.2,Tyreus-Luyben,delay,1.00,1.27536,0.03895,3.01290,1,12.0000,27.8000,0.000,8.45787,2.5259
furnace L/T=0.2,Tyreus-Luyben,delay,1.40,1.27536,0.03895,3.01290,1,4.4000,39.7000,16.457,10.37956,3.4894
furnace L/T=0.2,Tyreus-Luyben,delay,1.70,1.27536,0.03895,3.01290,1,4.4000,68.0000,36.239,15.20507,4.9025
furnace L/T=0.2,Tyreus-Luyben,delay,2.00,1.27536,0.03895,3.01290,1,4.4000,127.4000,55.709,25.19279,7.6890
furnace L/T=0.2,Pessen-Integral,gain,0.50,1.98390,0.33325,4.42897,1,6.5000,67.6000,38.286,14.51776,2.4994
furnace L/T=0.2,Pessen-Integral,gain,0.70,1.98390,0.33325,4.42897,1,4.4000,53.7000,38.931,12.12134,2.4301
furnace L/T=0.2,Pessen-Integral,gain,1.00,1.98390,0.33325,4.42897,1,2.9000,38.8000,41.308,10.12533,4.2024
furnace L/T=0.2,Pessen-Integral,gain,1.40,1.98390,0.33325,4.42897,0,2.0000,400.0000,78.573,187.65880,294.4150
furnace L/T=0.2,Pessen-Integral,gain,1.70,1.98390,0.33325,4.42897,0,1.7000,400.0000,99.265,240.82243,312.7179
furnace L/T=0.2,Pessen-Integral,gain,2.00,1.98390,0.33325,4.42897,0,1.4000,400.0000,130.784,287.00477,328.0000
furnace L/T=0.2,Pessen-Integral,tau,0.50,1.98390,0.33325,4.42897,0,1.5000,400.0000,107.416,285.54011,336.0000
furnace L/T=0.2,Pessen-Integral,tau,0.70,1.98390,0.33325,4.42897,0,2.0000,400.0000,73.418,178.55922,289.3313
furnace L/T=0.2,Pessen-Integral,tau,1.00,1.98390,0.33325,4.42897,1,2.9000,38.8000,41.308,10.12533,4.2024
furnace L/T=0.2,Pessen-Integral,tau,1.40,1.98390,0.33325,4.42897,1,4.1000,55.6000,44.754,12.93861,2.8679
furnace L/T=0.2,Pessen-Integral,tau,1.70,1.98390,0.33325,4.42897,1,5.0000,62.8000,49.616,15.48543,3.4163
furnace L/T=0.2,Pessen-Integral,tau,2.00,1.98390,0.33325,4.42897,1,5.9000,84.9000,51.631,17.88671,3.9453
furnace L/T=0.2,Pessen-Integral,delay,0.50,1.98390,0.33325,4.42897,1,4.7000,39.1000,27.068,7.46366,4.0830
furnace L/T=0.2,Pessen-Integral,delay,0.70,1.98390,0.33325,4.42897,1,3.0000,39.0000,33.326,8.05653,4.0649
furnace L/T=0.2,Pessen-Integral,delay,1.00,1.98390,0.33325,4.42897,1,2.9000,38.8000,41.308,10.12533,4.2024
furnace L/T=0.2,Pessen-Integral,delay,1.40,1.98390,0.33325,4.42897,0,2.9000,227.5000,78.760,34.52819,20.2874
furnace L/T=0.2,Pessen-Integral,delay,1.70,1.98390,0.33325,4.42897,0,2.9000,400.0000,103.890,285.46263,125.4291
furnace L/T=0.2,Pessen-Integral,delay,2.00,1.98390,0.33325,4.42897,0,2.9000,400.0000,126.923,380.26447,108.1260
furnace L/T=0.2,Some-Overshoot,gain,0.50,0.93527,0.12568,4.63987,1,12.0000,91.1000,29.124,19.77043,1.9601
furnace L/T=0.2,Some-Overshoot,gain,0.70,0.93527,0.12568,4.63987,1,9.6000,79.4000,31.532,17.50004,2.2793
furnace L/T=0.2,Some-Overshoot,gain,1.00,0.93527,0.12568,4.63987,1,6.3000,69.4000,32.926,14.97524,3.7554
furnace L/T=0.2,Some-Overshoot,gain,1.40,0.93527,0.12568,4.63987,0,3.5000,400.0000,55.148,102.38431,185.8254
furnace L/T=0.2,Some-Overshoot,gain,1.70,0.93527,0.12568,4.63987,0,2.9000,400.0000,102.250,237.59153,327.2824
furnace L/T=0.2,Some-Overshoot,gain,2.00,0.93527,0.12568,4.63987,0,2.5000,400.0000,124.344,300.41858,336.2560
furnace L/T=0.2,Some-Overshoot,tau,0.50,0.93527,0.12568,4.63987,0,2.7000,400.0000,102.521,315.49428,341.8364
furnace L/T=0.2,Some-Overshoot,tau,0.70,0.93527,0.12568,4.63987,0,3.6000,400.0000,57.804,136.14094,249.6041
furnace L/T=0.2,Some-Overshoot,tau,1.00,0.93527,0.12568,4.63987,1,6.3000,69.4000,32.926,14.97524,3.7554
furnace L/T=0.2,Some-Overshoot,tau,1.40,0.93527,0.12568,4.63987,1,8.7000,102.6000,38.395,19.39079,2.5390
furnace L/T=0.2,Some-Overshoot,tau,1.70,0.93527,0.12568,4.63987,1,9.5000,113.1000,41.965,22.68528,2.5574
furnace L/T=0.2,Some-Overshoot,tau,2.00,0.93527,0.12568,4.63987,1,10.4000,121.8000,44.830,25.97837,2.7222
furnace L/T=0.2,Some-Overshoot,delay,0.50,0.93527,0.12568,4.63987,1,9.5000,70.7000,25.295,12.77475,2.6628
furnace L/T=0.2,Some-Overshoot,delay,0.70,0.93527,0.12568,4.63987,1,8.5000,70.4000,27.318,13.64077,3.1544
furnace L/T=0.2,Some-Overshoot,delay,1.00,0.93527,0.12568,4.63987,1,6.3000,69.4000,32.926,14.97524,3.7554
furnace L/T=0.2,Some-Overshoot,delay,1.40,0.93527,0.12568,4.63987,1,4.6000,86.9000,44.695,18.41876,4.2646
furnace L/T=0.2,Some-Overshoot,delay,1.70,0.93527,0.12568,4.63987,1,4.6000,88.9000,57.884,22.51526,4.5988
furnace L/T=0.2,Some-Overshoot,delay,2.00,0.93527,0.12568,4.63987,0,4.6000,99.7000,87.988,26.54017,4.9456
furnace L/T=0.2,No-Overshoot,gain,0.50,0.56683,0.07617,2.81204,1,17.5000,113.2000,23.653,23.21291,1.2179
furnace L/T=0.2,No-Overshoot,gain,0.70,0.56683,0.07617,2.81204,1,13.6000,97.8000,27.569,20.88337,1.1461
furnace L/T=0.2,No-Overshoot,gain,1.00,0.56683,0.07617,2.81204,1,10.5000,84.1000,30.637,18.47646,1.2809
furnace L/T=0.2,No-Overshoot,gain,1.40,0.56683,0.07617,2.81204,1,8.4000,73.8000,31.870,16.15629,1.6175
furnace L/T=0.2,No-Overshoot,gain,1.70,0.56683,0.07617,2.81204,1,5.9000,68.5000,34.001,14.76589,2.4970
furnace L/T=0.2,No-Overshoot,gain,2.00,0.56683,0.07617,2.81204,1,4.1000,89.3000,42.174,14.04525,5.5218
furnace L/T=0.2,No-Overshoot,tau,0.50,0.56683,0.07617,2.81204,1,10.1000,72.8000,25.963,12.40202,5.0918
furnace L/T=0.2,No-Overshoot,tau,0.70,0.56683,0.07617,2.81204,1,9.6000,72.9000,24.845,14.36528,1.5772
furnace L/T=0.2,No-Overshoot,tau,1.00,0.56683,0.07617,2.81204,1,10.5000,84.1000,30.637,18.47646,1.2809
furnace L/T=0.2,No-Overshoot,tau,1.40,0.56683,0.07617,2.81204,1,12.2000,127.5000,36.696,24.09253,1.4003
furnace L/T=0.2,No-Overshoot,tau,1.70,0.56683,0.07617,2.81204,1,13.4000,141.0000,40.203,28.33803,1.6310
furnace L/T=0.2,No-Overshoot,tau,2.00,0.56683,0.07617,2.81204,1,14.5000,183.4000,43.094,32.59097,1.9017
furnace L/T=0.2,No-Overshoot,delay,0.50,0.56683,0.07617,2.81204,1,12.4000,84.4000,23.595,15.50550,0.9693
furnace L/T=0.2,No-Overshoot,delay,0.70,0.56683,0.07617,2.81204,1,11.6000,84.5000,26.108,16.55652,1.1009
furnace L/T=0.2,No-Overshoot,delay,1.00,0.56683,0.07617,2.81204,1,10.5000,84.1000,30.637,18.47646,1.2809
furnace L/T=0.2,No-Overshoot,delay,1.40,0.56683,0.07617,2.81204,1,8.4000,108.9000,38.621,21.81955,1.5023
furnace L/T=0.2,No-Overshoot,delay,1.70,0.56683,0.07617,2.81204,1,7.3000,110.6000,46.268,25.74821,1.7797
furnace L/T=0.2,No-Overshoot,delay,2.00,0.56683,0.07617,2.81204,1,7.0000,137.2000,55.450,31.43914,2.1888
furnace L/T=0.2,AMIGO-freq,gain,0.50,0.45346,0.06624,0.67489,1,18.2000,112.4000,22.260,23.46294,1.1876
furnace L/T=0.2,AMIGO-freq,gain,0.70,0.45346,0.06624,0.67489,1,13.6000,94.5000,27.377,21.04376,1.0819
furnace L/T=0.2,AMIGO-freq,gain,1.00,0.45346,0.06624,0.67489,1,10.0000,77.6000,32.698,18.71854,1.0164
furnace L/T=0.2,AMIGO-freq,gain,1.40,0.45346,0.06624,0.67489,1,7.3000,81.4000,37.776,16.65744,1.0310
furnace L/T=0.2,AMIGO-freq,gain,1.70,0.45346,0.06624,0.67489,1,5.9000,72.9000,40.872,15.52702,1.0706
furnace L/T=0.2,AMIGO-freq,gain,2.00,0.45346,0.06624,0.67489,1,4.9000,65.6000,43.655,14.63024,1.0986
furnace L/T=0.2,AMIGO-freq,tau,0.50,0.45346,0.06624,0.67489,1,6.0000,34.8000,19.767,10.56023,0.7072
furnace L/T=0.2,AMIGO-freq,tau,0.70,0.45346,0.06624,0.67489,1,7.9000,62.3000,26.134,13.82431,0.7872
furnace L/T=0.2,AMIGO-freq,tau,1.00,0.45346,0.06624,0.67489,1,10.0000,77.6000,32.698,18.71854,1.0164
furnace L/T=0.2,AMIGO-freq,tau,1.40,0.45346,0.06624,0.67489,1,12.2000,124.8000,38.765,25.23409,1.4090
furnace L/T=0.2,AMIGO-freq,tau,1.70,0.45346,0.06624,0.67489,1,13.6000,140.1000,42.194,30.11640,1.7176
furnace L/T=0.2,AMIGO-freq,tau,2.00,0.45346,0.06624,0.67489,1,14.9000,189.3000,45.012,34.99050,2.0316
furnace L/T=0.2,AMIGO-freq,delay,0.50,0.45346,0.06624,0.67489,1,11.9000,77.7000,22.177,14.62227,0.6884
furnace L/T=0.2,AMIGO-freq,delay,0.70,0.45346,0.06624,0.67489,1,11.1000,78.0000,25.783,15.98811,0.7986
furnace L/T=0.2,AMIGO-freq,delay,1.00,0.45346,0.06624,0.67489,1,10.0000,77.6000,32.698,18.71854,1.0164
furnace L/T=0.2,AMIGO-freq,delay,1.40,0.45346,0.06624,0.67489,1,9.0000,103.8000,45.478,24.51628,1.4790
furnace L/T=0.2,AMIGO-freq,delay,1.70,0.45346,0.06624,0.67489,1,8.5000,154.7000,58.020,32.00963,2.0548
furnace L/T=0.2,AMIGO-freq,delay,2.00,0.45346,0.06624,0.67489,0,8.3000,216.6000,72.811,45.64282,3.0856
furnace L/T=0.2,Cohen-Coon,gain,0.50,2.30556,0.25347,3.23587,1,6.6000,33.5000,19.911,10.55002,1.6413
furnace L/T=0.2,Cohen-Coon,gain,0.70,2.30556,0.25347,3.23587,1,4.4000,27.3000,23.570,8.78597,1.8898
furnace L/T=0.2,Cohen-Coon,gain,1.00,2.30556,0.25347,3.23587,1,2.9000,43.8000,40.168,9.20389,5.6251
furnace L/T=0.2,Cohen-Coon,gain,1.40,2.30556,0.25347,3.23587,0,2.0000,400.0000,77.402,206.68650,270.5930
furnace L/T=0.2,Cohen-Coon,gain,1.70,2.30556,0.25347,3.23587,0,1.7000,400.0000,100.288,261.25099,284.0000
furnace L/T=0.2,Cohen-Coon,gain,2.00,2.30556,0.25347,3.23587,0,1.4000,400.0000,130.883,307.64496,296.0000
furnace L/T=0.2,Cohen-Coon,tau,0.50,2.30556,0.25347,3.23587,0,1.5000,400.0000,107.118,296.66301,304.0000
furnace L/T=0.2,Cohen-Coon,tau,0.70,2.30556,0.25347,3.23587,0,2.0000,400.0000,74.494,197.30725,268.6897
furnace L/T=0.2,Cohen-Coon,tau,1.00,2.30556,0.25347,3.23587,1,2.9000,43.8000,40.168,9.20389,5.6251
furnace L/T=0.2,Cohen-Coon,tau,1.40,2.30556,0.25347,3.23587,1,4.1000,25.9000,30.531,9.17544,2.2597
furnace L/T=0.2,Cohen-Coon,tau,1.70,2.30556,0.25347,3.23587,1,5.0000,40.5000,30.668,10.64719,2.2638
furnace L/T=0.2,Cohen-Coon,tau,2.00,2.30556,0.25347,3.23587,1,5.9000,48.3000,31.944,12.14068,2.4275
furnace L/T=0.2,Cohen-Coon,delay,0.50,2.30556,0.25347,3.23587,1,4.1000,28.4000,12.684,5.70193,2.2023
furnace L/T=0.2,Cohen-Coon,delay,0.70,2.30556,0.25347,3.23587,1,2.9000,26.3000,14.069,6.21185,2.5631
furnace L/T=0.2,Cohen-Coon,delay,1.00,2.30556,0.25347,3.23587,1,2.9000,43.8000,40.168,9.20389,5.6251
furnace L/T=0.2,Cohen-Coon,delay,1.40,2.30556,0.25347,3.23587,0,2.9000,400.0000,77.959,215.41803,151.4573
furnace L/T=0.2,Cohen-Coon,delay,1.70,2.30556,0.25347,3.23587,0,2.9000,400.0000,99.447,303.23041,137.2746
furnace L/T=0.2,Cohen-Coon,delay,2.00,2.30556,0.25347,3.23587,0,2.9000,400.0000,122.042,357.96070,120.0000
furnace L/T=0.2,AMIGO-step,gain,0.50,0.81667,0.06960,1.54088,1,16.5000,71.3000,12.390,16.86552,0.8000
furnace L/T=0.2,AMIGO-step,gain,0.70,0.81667,0.06960,1.54088,1,11.6000,58.5000,15.147,14.27715,0.9681
furnace L/T=0.2,AMIGO-step,gain,1.00,0.81667,0.06960,1.54088,1,7.6000,48.0000,17.692,11.99548,1.1144
furnace L/T=0.2,AMIGO-step,gain,1.40,0.81667,0.06960,1.54088,1,4.7000,40.6000,19.328,10.34830,1.2585
furnace L/T=0.2,AMIGO-step,gain,1.70,0.81667,0.06960,1.54088,1,3.6000,37.4000,21.339,9.79511,1.5253
furnace L/T=0.2,AMIGO-step,gain,2.00,0.81667,0.06960,1.54088,1,3.0000,35.7000,32.785,9.51489,2.0934
furnace L/T=0.2,AMIGO-step,tau,0.50,0.81667,0.06960,1.54088,1,3.3000,33.9000,13.616,7.45966,2.0197
furnace L/T=0.2,AMIGO-step,tau,0.70,0.81667,0.06960,1.54088,1,5.0000,40.9000,11.832,9.05015,1.1844
furnace L/T=0.2,AMIGO-step,tau,1.00,0.81667,0.06960,1.54088,1,7.6000,48.0000,17.692,11.99548,1.1144
furnace L/T=0.2,AMIGO-step,tau,1.40,0.81667,0.06960,1.54088,1,10.1000,79.5000,23.408,15.90584,1.1914
furnace L/T=0.2,AMIGO-step,tau,1.70,0.81667,0.06960,1.54088,1,11.6000,93.7000,26.715,18.82964,1.2677
furnace L/T=0.2,AMIGO-step,tau,2.00,0.81667,0.06960,1.54088,1,13.0000,104.2000,29.491,21.75273,1.3568
furnace L/T=0.2,AMIGO-step,delay,0.50,0.81667,0.06960,1.54088,1,10.6000,51.9000,11.844,10.21193,0.8349
furnace L/T=0.2,AMIGO-step,delay,0.70,0.81667,0.06960,1.54088,1,9.4000,50.5000,13.739,10.82284,0.9406
furnace L/T=0.2,AMIGO-step,delay,1.00,0.81667,0.06960,1.54088,1,7.6000,48.0000,17.692,11.99548,1.1144
furnace L/T=0.2,AMIGO-step,delay,1.40,0.81667,0.06960,1.54088,1,6.1000,43.5000,27.587,14.62538,1.3966
furnace L/T=0.2,AMIGO-step,delay,1.70,0.81667,0.06960,1.54088,1,5.8000,58.2000,43.615,17.58257,1.7441
furnace L/T=0.2,AMIGO-step,delay,2.00,0.81667,0.06960,1.54088,0,5.8000,75.1000,63.085,22.98761,2.4245
furnace L/T=0.2,IMC-lambda,gain,0.50,0.40741,0.01852,0.74074,1,70.9000,132.1000,0.000,35.89969,0.2924
furnace L/T=0.2,IMC-lambda,gain,0.70,0.40741,0.01852,0.74074,1,47.6000,89.5000,0.000,25.61453,0.1332
furnace L/T=0.2,IMC-lambda,gain,1.00,0.40741,0.01852,0.74074,1,30.5000,56.5000,0.047,17.94679,0.2250
furnace L/T=0.2,IMC-lambda,gain,1.40,0.40741,0.01852,0.74074,1,19.7000,35.9000,0.614,13.26640,0.3201
furnace L/T=0.2,IMC-lambda,gain,1.70,0.40741,0.01852,0.74074,1,15.2000,27.9000,1.228,11.42274,0.3636
furnace L/T=0.2,IMC-lambda,gain,2.00,0.40741,0.01852,0.74074,1,12.1000,22.7000,1.848,10.21575,0.3964
furnace L/T=0.2,IMC-lambda,tau,0.50,0.40741,0.01852,0.74074,1,38.9000,94.5000,0.000,17.90007,0.3400
furnace L/T=0.2,IMC-lambda,tau,0.70,0.40741,0.01852,0.74074,1,33.2000,82.4000,0.000,17.90018,0.2584
furnace L/T=0.2,IMC-lambda,tau,1.00,0.40741,0.01852,0.74074,1,30.5000,56.5000,0.047,17.94679,0.2250
furnace L/T=0.2,IMC-lambda,tau,1.40,0.40741,0.01852,0.74074,1,32.0000,105.3000,3.590,21.67863,0.2282
furnace L/T=0.2,IMC-lambda,tau,1.70,0.40741,0.01852,0.74074,1,33.8000,125.6000,6.583,25.26172,0.2507
furnace L/T=0.2,IMC-lambda,tau,2.00,0.40741,0.01852,0.74074,1,35.8000,138.5000,9.318,28.96221,0.3032
furnace L/T=0.2,IMC-lambda,delay,0.50,0.40741,0.01852,0.74074,1,35.2000,63.4000,0.006,17.90653,0.1528
furnace L/T=0.2,IMC-lambda,delay,0.70,0.40741,0.01852,0.74074,1,33.4000,60.7000,0.015,17.91589,0.1815
furnace L/T=0.2,IMC-lambda,delay,1.00,0.40741,0.01852,0.74074,1,30.5000,56.5000,0.047,17.94679,0.2250
furnace L/T=0.2,IMC-lambda,delay,1.40,0.40741,0.01852,0.74074,1,26.6000,50.5000,0.158,18.04616,0.2835
furnace L/T=0.2,IMC-lambda,delay,1.70,0.40741,0.01852,0.74074,1,23.4000,45.4000,0.345,18.20151,0.3279
furnace L/T=0.2,IMC-lambda,delay,2.00,0.40741,0.01852,0.74074,1,20.1000,39.8000,0.738,18.49780,0.3724
