plant,rule,axis,factor,kp,ki,kd,survived,rise_s,settle_s,overshoot_pct,iae,u_tv
typical L/T=0.3,Pessen-Integral,gain,2.00,2.06156,4.76137,0.33473,0,0.1000,25.0000,119.764,18.15709,274.8717
typical L/T=0.3,Pessen-Integral,tau,0.50,2.06156,4.76137,0.33473,0,0.1100,25.0000,88.306,17.65442,284.7119
typical L/T=0.3,Pessen-Integral,tau,0.70,2.06156,4.76137,0.33473,0,0.1600,25.0000,62.248,10.02305,223.3502
typical L/T=0.3,Pessen-Integral,tau,1.00,2.06156,4.76137,0.33473,1,0.2300,2.9000,32.879,0.69643,4.0407
typical L/T=0.3,Pessen-Integral,tau,1.40,2.06156,4.76137,0.33473,1,0.3200,3.0900,38.484,0.87204,2.3890
typical L/T=0.3,Pessen-Integral,tau,1.70,2.06156,4.76137,0.33473,1,0.3900,4.5000,43.388,1.03635,2.8564
typical L/T=0.3,Pessen-Integral,tau,2.00,2.06156,4.76137,0.33473,1,0.4500,4.9800,44.744,1.18078,3.2757
typical L/T=0.3,Pessen-Integral,delay,0.50,2.06156,4.76137,0.33473,1,0.3700,2.5800,22.567,0.51309,3.8809
typical L/T=0.3,Pessen-Integral,delay,0.70,2.06156,4.76137,0.33473,1,0.2400,2.5900,28.090,0.54925,3.8659
typical L/T=0.3,Pessen-Integral,delay,1.00,2.06156,4.76137,0.33473,1,0.2300,2.9000,32.879,0.69643,4.0407
typical L/T=0.3,Pessen-Integral,delay,1.40,2.06156,4.76137,0.33473,0,0.2300,18.5300,63.931,2.32533,19.2353
typical L/T=0.3,Pessen-Integral,delay,1.70,2.06156,4.76137,0.33473,0,0.2300,25.0000,84.098,15.09558,97.2213
typical L/T=0.3,Pessen-Integral,delay,2.00,2.06156,4.76137,0.33473,0,0.2300,25.0000,102.185,21.51411,92.0000
typical L/T=0.3,Some-Overshoot,gain,0.50,0.97188,1.79572,0.35067,1,0.9900,6.3500,18.966,1.23784,1.6570
typical L/T=0.3,Some-Overshoot,gain,0.70,0.97188,1.79572,0.35067,1,0.7700,5.6800,22.840,1.11654,2.1310
typical L/T=0.3,Some-Overshoot,gain,1.00,0.97188,1.79572,0.35067,1,0.6500,5.0100,26.200,0.98663,3.9680
typical L/T=0.3,Some-Overshoot,gain,1.40,0.97188,1.79572,0.35067,0,0.2600,25.0000,55.604,7.39816,181.6541
typical L/T=0.3,Some-Overshoot,gain,1.70,0.97188,1.79572,0.35067,0,0.2200,25.0000,91.097,14.74068,272.7550
typical L/T=0.3,Some-Overshoot,gain,2.00,0.97188,1.79572,0.35067,0,0.1900,25.0000,114.867,19.41092,281.5069
typical L/T=0.3,Some-Overshoot,tau,0.50,0.97188,1.79572,0.35067,0,0.2100,25.0000,87.225,20.34527,285.6546
typical L/T=0.3,Some-Overshoot,tau,0.70,0.97188,1.79572,0.35067,0,0.2700,25.0000,51.303,7.80801,194.2144
typical L/T=0.3,Some-Overshoot,tau,1.00,0.97188,1.79572,0.35067,1,0.6500,5.0100,26.200,0.98663,3.9680
typical L/T=0.3,Some-Overshoot,tau,1.40,0.97188,1.79572,0.35067,1,0.6800,5.7000,31.166,1.25171,2.4107
typical L/T=0.3,Some-Overshoot,tau,1.70,0.97188,1.79572,0.35067,1,0.7300,7.8300,34.765,1.45301,2.3452
typical L/T=0.3,Some-Overshoot,tau,2.00,0.97188,1.79572,0.35067,1,0.7900,8.6700,37.713,1.65495,2.4363
typical L/T=0.3,Some-Overshoot,delay,0.50,0.97188,1.79572,0.35067,1,0.7600,4.8400,19.281,0.83963,2.7356
typical L/T=0.3,Some-Overshoot,delay,0.70,0.97188,1.79572,0.35067,1,0.6600,4.9700,21.246,0.89245,3.3008
typical L/T=0.3,Some-Overshoot,delay,1.00,0.97188,1.79572,0.35067,1,0.6500,5.0100,26.200,0.98663,3.9680
typical L/T=0.3,Some-Overshoot,delay,1.40,0.97188,1.79572,0.35067,1,0.3600,4.9200,37.753,1.19454,4.5310
typical L/T=0.3,Some-Overshoot,delay,1.70,0.97188,1.79572,0.35067,1,0.3600,6.4200,47.481,1.44943,4.8341
typical L/T=0.3,Some-Overshoot,delay,2.00,0.97188,1.79572,0.35067,0,0.3600,6.4000,73.407,1.71213,4.9125
typical L/T=0.3,No-Overshoot,gain,0.50,0.58902,1.08831,0.21252,1,1.5200,5.7000,12.186,1.46131,1.0499
typical L/T=0.3,No-Overshoot,gain,0.70,0.58902,1.08831,0.21252,1,1.1400,6.5500,16.859,1.30366,0.9555
typical L/T=0.3,No-Overshoot,gain,1.00,0.58902,1.08831,0.21252,1,0.8500,5.9700,21.237,1.16681,1.1515
typical L/T=0.3,No-Overshoot,gain,1.40,0.58902,1.08831,0.21252,1,0.7000,5.3200,24.386,1.04858,1.6214
typical L/T=0.3,No-Overshoot,gain,1.70,0.58902,1.08831,0.21252,1,0.6400,4.9700,27.450,0.97586,2.6567
typical L/T=0.3,No-Overshoot,gain,2.00,0.58902,1.08831,0.21252,1,0.3100,6.6300,36.622,0.97711,6.0741
typical L/T=0.3,No-Overshoot,tau,0.50,0.58902,1.08831,0.21252,1,0.8000,5.3400,19.115,0.85117,5.1537
typical L/T=0.3,No-Overshoot,tau,0.70,0.58902,1.08831,0.21252,1,0.8100,3.6800,16.393,0.93413,1.5982
typical L/T=0.3,No-Overshoot,tau,1.00,0.58902,1.08831,0.21252,1,0.8500,5.9700,21.237,1.16681,1.1515
typical L/T=0.3,No-Overshoot,tau,1.40,0.58902,1.08831,0.21252,1,0.9600,7.0200,27.202,1.49251,1.1813
typical L/T=0.3,No-Overshoot,tau,1.70,0.58902,1.08831,0.21252,1,1.0500,7.6400,30.795,1.73991,1.3557
typical L/T=0.3,No-Overshoot,tau,2.00,0.58902,1.08831,0.21252,1,1.1300,10.7300,33.821,1.98826,1.5746
typical L/T=0.3,No-Overshoot,delay,0.50,0.58902,1.08831,0.21252,1,1.0100,4.1400,15.625,0.99578,0.8642
typical L/T=0.3,No-Overshoot,delay,0.70,0.58902,1.08831,0.21252,1,0.9400,5.6900,17.629,1.05723,0.9789
typical L/T=0.3,No-Overshoot,delay,1.00,0.58902,1.08831,0.21252,1,0.8500,5.9700,21.237,1.16681,1.1515
typical L/T=0.3,No-Overshoot,delay,1.40,0.58902,1.08831,0.21252,1,0.6900,6.0800,27.517,1.34825,1.3366
typical L/T=0.3,No-Overshoot,delay,1.70,0.58902,1.08831,0.21252,1,0.5800,6.0800,33.771,1.55190,1.5276
typical L/T=0.3,No-Overshoot,delay,2.00,0.58902,1.08831,0.21252,1,0.5400,7.9600,40.173,1.84067,1.8040
typical L/T=0.3,AMIGO-freq,gain,0.50,0.47121,0.94636,0.05101,1,1.6200,5.7300,9.605,1.47550,0.9731
typical L/T=0.3,AMIGO-freq,gain,0.70,0.47121,0.94636,0.05101,1,1.1600,4.6500,14.649,1.28426,0.8411
typical L/T=0.3,AMIGO-freq,gain,1.00,0.47121,0.94636,0.05101,1,0.8100,5.3900,20.394,1.13254,0.7812
typical L/T=0.3,AMIGO-freq,gain,1.40,0.47121,0.94636,0.05101,1,0.5700,4.5500,26.206,1.01705,0.8277
typical L/T=0.3,AMIGO-freq,gain,1.70,0.47121,0.94636,0.05101,1,0.4500,4.0700,29.833,0.95890,0.8971
typical L/T=0.3,AMIGO-freq,gain,2.00,0.47121,0.94636,0.05101,1,0.3800,3.6900,33.117,0.91533,0.9511
typical L/T=0.3,AMIGO-freq,tau,0.50,0.47121,0.94636,0.05101,1,0.5500,2.5700,6.705,0.66599,0.5643
typical L/T=0.3,AMIGO-freq,tau,0.70,0.47121,0.94636,0.05101,1,0.6700,3.1400,13.304,0.85344,0.6005
typical L/T=0.3,AMIGO-freq,tau,1.00,0.47121,0.94636,0.05101,1,0.8100,5.3900,20.394,1.13254,0.7812
typical L/T=0.3,AMIGO-freq,tau,1.40,0.47121,0.94636,0.05101,1,0.9800,6.7600,27.072,1.50376,1.1018
typical L/T=0.3,AMIGO-freq,tau,1.70,0.47121,0.94636,0.05101,1,1.0700,9.4000,30.891,1.78191,1.3531
typical L/T=0.3,AMIGO-freq,tau,2.00,0.47121,0.94636,0.05101,1,1.1700,10.7900,34.053,2.05982,1.6093
typical L/T=0.3,AMIGO-freq,delay,0.50,0.47121,0.94636,0.05101,1,0.9900,3.8900,12.660,0.92507,0.5398
typical L/T=0.3,AMIGO-freq,delay,0.70,0.47121,0.94636,0.05101,1,0.9100,3.8200,15.263,0.99522,0.6221
typical L/T=0.3,AMIGO-freq,delay,1.00,0.47121,0.94636,0.05101,1,0.8100,5.3900,20.394,1.13254,0.7812
typical L/T=0.3,AMIGO-freq,delay,1.40,0.47121,0.94636,0.05101,1,0.7100,5.5900,30.281,1.40812,1.1039
typical L/T=0.3,AMIGO-freq,delay,1.70,0.47121,0.94636,0.05101,1,0.6700,7.4300,40.342,1.72890,1.4629
typical L/T=0.3,AMIGO-freq,delay,2.00,0.47121,0.94636,0.05101,1,0.6400,9.5800,52.416,2.22124,1.9943
typical L/T=0.3,Cohen-Coon,gain,0.50,2.34722,3.56481,0.24282,1,0.5500,2.5200,11.188,0.71907,1.1136
typical L/T=0.3,Cohen-Coon,gain,0.70,2.34722,3.56481,0.24282,1,0.3600,2.0400,14.849,0.60391,1.5142
typical L/T=0.3,Cohen-Coon,gain,1.00,2.34722,3.56481,0.24282,1,0.2300,3.2300,30.913,0.65088,5.2565
typical L/T=0.3,Cohen-Coon,gain,1.40,2.34722,3.56481,0.24282,0,0.1600,25.0000,72.026,12.05196,217.8723
typical L/T=0.3,Cohen-Coon,gain,1.70,2.34722,3.56481,0.24282,0,0.1300,25.0000,89.885,16.01480,237.2174
typical L/T=0.3,Cohen-Coon,gain,2.00,2.34722,3.56481,0.24282,0,0.1000,25.0000,119.660,19.15764,248.0000
typical L/T=0.3,Cohen-Coon,tau,0.50,2.34722,3.56481,0.24282,0,0.1100,25.0000,87.951,17.95038,256.6914
typical L/T=0.3,Cohen-Coon,tau,0.70,2.34722,3.56481,0.24282,0,0.1600,25.0000,65.426,10.89595,204.2914
typical L/T=0.3,Cohen-Coon,tau,1.00,2.34722,3.56481,0.24282,1,0.2300,3.2300,30.913,0.65088,5.2565
typical L/T=0.3,Cohen-Coon,tau,1.40,2.34722,3.56481,0.24282,1,0.3200,1.9600,23.830,0.64033,1.9474
typical L/T=0.3,Cohen-Coon,tau,1.70,2.34722,3.56481,0.24282,1,0.3900,2.1500,24.726,0.73896,1.9155
typical L/T=0.3,Cohen-Coon,tau,2.00,2.34722,3.56481,0.24282,1,0.4600,3.4100,26.319,0.84069,2.0544
typical L/T=0.3,Cohen-Coon,delay,0.50,2.34722,3.56481,0.24282,1,0.3600,2.0500,8.884,0.39775,2.0716
typical L/T=0.3,Cohen-Coon,delay,0.70,2.34722,3.56481,0.24282,1,0.2400,1.9100,10.307,0.42512,2.4600
typical L/T=0.3,Cohen-Coon,delay,1.00,2.34722,3.56481,0.24282,1,0.2300,3.2300,30.913,0.65088,5.2565
typical L/T=0.3,Cohen-Coon,delay,1.40,2.34722,3.56481,0.24282,0,0.2300,25.0000,68.142,11.54243,115.8553
typical L/T=0.3,Cohen-Coon,delay,1.70,2.34722,3.56481,0.24282,0,0.2300,25.0000,80.062,16.03151,109.7607
typical L/T=0.3,Cohen-Coon,delay,2.00,2.34722,3.56481,0.24282,0,0.2300,25.0000,98.046,20.88579,100.1748
typical L/T=0.3,AMIGO-step,gain,0.50,0.85000,1.23188,0.11697,1,1.2300,4.7800,8.234,1.12746,0.8266
typical L/T=0.3,AMIGO-step,gain,0.70,0.85000,1.23188,0.11697,1,0.8500,3.9300,11.936,0.96028,0.9433
typical L/T=0.3,AMIGO-step,gain,1.00,0.85000,1.23188,0.11697,1,0.5500,3.1900,15.867,0.82196,1.1646
typical L/T=0.3,AMIGO-step,gain,1.40,0.85000,1.23188,0.11697,1,0.3200,2.6500,18.409,0.72808,1.3678
typical L/T=0.3,AMIGO-step,gain,1.70,0.85000,1.23188,0.11697,1,0.2600,2.4400,24.735,0.69875,1.6760
typical L/T=0.3,AMIGO-step,gain,2.00,0.85000,1.23188,0.11697,1,0.2300,2.4100,36.921,0.68386,2.2974
typical L/T=0.3,AMIGO-step,tau,0.50,0.85000,1.23188,0.11697,1,0.2600,2.3600,10.544,0.52562,2.1562
typical L/T=0.3,AMIGO-step,tau,0.70,0.85000,1.23188,0.11697,1,0.3600,2.6800,9.461,0.62173,1.2725
typical L/T=0.3,AMIGO-step,tau,1.00,0.85000,1.23188,0.11697,1,0.5500,3.1900,15.867,0.82196,1.1646
typical L/T=0.3,AMIGO-step,tau,1.40,0.85000,1.23188,0.11697,1,0.7100,5.2900,22.049,1.08441,1.2481
typical L/T=0.3,AMIGO-step,tau,1.70,0.85000,1.23188,0.11697,1,0.8100,6.2000,25.602,1.27997,1.3405
typical L/T=0.3,AMIGO-step,tau,2.00,0.85000,1.23188,0.11697,1,0.8900,6.8800,28.566,1.47523,1.4858
typical L/T=0.3,AMIGO-step,delay,0.50,0.85000,1.23188,0.11697,1,0.7800,3.4200,9.469,0.68438,0.8182
typical L/T=0.3,AMIGO-step,delay,0.70,0.85000,1.23188,0.11697,1,0.6900,3.3400,11.492,0.73056,0.9450
typical L/T=0.3,AMIGO-step,delay,1.00,0.85000,1.23188,0.11697,1,0.5500,3.1900,15.867,0.82196,1.1646
typical L/T=0.3,AMIGO-step,delay,1.40,0.85000,1.23188,0.11697,1,0.4400,3.8600,27.491,1.03570,1.5318
typical L/T=0.3,AMIGO-step,delay,1.70,0.85000,1.23188,0.11697,1,0.4300,4.1200,44.309,1.29197,1.9898
typical L/T=0.3,AMIGO-step,delay,2.00,0.85000,1.23188,0.11697,0,0.4300,5.5400,64.067,1.76308,2.8573
typical L/T=0.3,IMC-lambda,gain,0.50,0.42593,0.37037,0.05556,1,5.3800,10.0100,0.000,2.68985,0.5981
typical L/T=0.3,IMC-lambda,gain,0.70,0.42593,0.37037,0.05556,1,3.6200,6.9000,0.000,1.91858,0.3361
typical L/T=0.3,IMC-lambda,gain,1.00,0.42593,0.37037,0.05556,1,2.3000,4.4300,0.000,1.34001,0.1853
typical L/T=0.3,IMC-lambda,gain,1.40,0.42593,0.37037,0.05556,1,1.4400,2.7400,0.163,0.96238,0.2988
typical L/T=0.3,IMC-lambda,gain,1.70,0.42593,0.37037,0.05556,1,1.1000,2.0600,0.706,0.81572,0.3627
typical L/T=0.3,IMC-lambda,gain,2.00,0.42593,0.37037,0.05556,1,0.8700,1.6400,1.426,0.72395,0.4112
typical L/T=0.3,IMC-lambda,tau,0.50,0.42593,0.37037,0.05556,1,2.9100,6.3800,0.000,1.34000,0.4263
typical L/T=0.3,IMC-lambda,tau,0.70,0.42593,0.37037,0.05556,1,2.6000,5.7700,0.000,1.34000,0.2993
typical L/T=0.3,IMC-lambda,tau,1.00,0.42593,0.37037,0.05556,1,2.3000,4.4300,0.000,1.34001,0.1853
typical L/T=0.3,IMC-lambda,tau,1.40,0.42593,0.37037,0.05556,1,2.2600,6.1300,2.343,1.49080,0.2390
typical L/T=0.3,IMC-lambda,tau,1.70,0.42593,0.37037,0.05556,1,2.3300,7.8100,5.154,1.69261,0.3142
typical L/T=0.3,IMC-lambda,tau,2.00,0.42593,0.37037,0.05556,1,2.4300,8.6900,7.853,1.91042,0.3932
typical L/T=0.3,IMC-lambda,delay,0.50,0.42593,0.37037,0.05556,1,2.6600,4.9600,0.000,1.34001,0.1692
typical L/T=0.3,IMC-lambda,delay,0.70,0.42593,0.37037,0.05556,1,2.5200,4.7600,0.000,1.34001,0.1742
typical L/T=0.3,IMC-lambda,delay,1.00,0.42593,0.37037,0.05556,1,2.3000,4.4300,0.000,1.34001,0.1853
typical L/T=0.3,IMC-lambda,delay,1.40,0.42593,0.37037,0.05556,1,1.9800,3.9300,0.000,1.34007,0.2449
typical L/T=0.3,IMC-lambda,delay,1.70,0.42593,0.37037,0.05556,1,1.7300,3.5000,0.029,1.34156,0.3091
typical L/T=0.3,IMC-lambda,delay,2.00,0.42593,0.37037,0.05556,1,1.4700,3.0100,0.251,1.35208,0.3745
hard L/T=1.0,Ziegler-Nichols,gain,0.50,1.35710,0.87638,0.52538,1,3.0400,6.7100,0.000,2.32108,1.0651
hard L/T=1.0,Ziegler-Nichols,gain,0.70,1.35710,0.87638,0.52538,1,1.1500,4.0600,1.367,1.72499,1.7379
hard L/T=1.0,Ziegler-Nichols,gain,1.00,1.35710,0.87638,0.52538,1,0.6600,7.6300,23.101,1.80109,3.8270
hard L/T=1.0,Ziegler-Nichols,gain,1.40,1.35710,0.87638,0.52538,0,0.4600,38.8700,66.640,5.53941,21.4549
hard L/T=1.0,Ziegler-Nichols,gain,1.70,1.35710,0.87638,0.52538,0,0.3700,40.0000,100.833,27.03958,108.8544
hard L/T=1.0,Ziegler-Nichols,gain,2.00,1.35710,0.87638,0.52538,0,0.3200,40.0000,135.292,39.29167,133.2374
hard L/T=1.0,Ziegler-Nichols,tau,0.50,1.35710,0.87638,0.52538,0,0.3900,40.0000,68.520,20.62727,91.5802
hard L/T=1.0,Ziegler-Nichols,tau,0.70,1.35710,0.87638,0.52538,1,0.5000,23.4800,43.070,3.37954,13.2684
hard L/T=1.0,Ziegler-Nichols,tau,1.00,1.35710,0.87638,0.52538,1,0.6600,7.6300,23.101,1.80109,3.8270
hard L/T=1.0,Ziegler-Nichols,tau,1.40,1.35710,0.87638,0.52538,1,0.8600,6.4000,14.779,1.87889,1.9874
hard L/T=1.0,Ziegler-Nichols,tau,1.70,1.35710,0.87638,0.52538,1,1.0400,7.0500,14.877,2.10547,1.7146
hard L/T=1.0,Ziegler-Nichols,tau,2.00,1.35710,0.87638,0.52538,1,1.2300,7.5700,18.778,2.35161,1.7505
hard L/T=1.0,Ziegler-Nichols,delay,0.50,1.35710,0.87638,0.52538,1,1.5500,3.2000,0.974,1.18209,3.0203
hard L/T=1.0,Ziegler-Nichols,delay,0.70,1.35710,0.87638,0.52538,1,0.6800,5.2800,5.103,1.27905,3.6160
hard L/T=1.0,Ziegler-Nichols,delay,1.00,1.35710,0.87638,0.52538,1,0.6600,7.6300,23.101,1.80109,3.8270
hard L/T=1.0,Ziegler-Nichols,delay,1.40,1.35710,0.87638,0.52538,1,0.6600,15.0900,48.462,3.24115,4.8607
hard L/T=1.0,Ziegler-Nichols,delay,1.70,1.35710,0.87638,0.52538,0,0.6600,33.4300,61.738,5.86903,8.0071
hard L/T=1.0,Ziegler-Nichols,delay,2.00,1.35710,0.87638,0.52538,0,0.6600,40.0000,71.592,14.86290,20.0682
hard L/T=1.0,Tyreus-Luyben,gain,0.50,1.01782,0.14938,0.50036,0,34.7900,40.0000,0.000,11.87378,1.5583
hard L/T=1.0,Tyreus-Luyben,gain,0.70,1.01782,0.14938,0.50036,0,25.5900,40.0000,0.000,8.93899,1.5901
hard L/T=1.0,Tyreus-Luyben,gain,1.00,1.01782,0.14938,0.50036,1,18.3200,39.0600,0.000,6.45828,2.4599
hard L/T=1.0,Tyreus-Luyben,gain,1.40,1.01782,0.14938,0.50036,1,0.8100,31.4700,0.000,4.68459,8.0775
hard L/T=1.0,Tyreus-Luyben,gain,1.70,1.01782,0.14938,0.50036,0,0.6200,40.0000,87.162,20.38128,90.1562
hard L/T=1.0,Tyreus-Luyben,gain,2.00,1.01782,0.14938,0.50036,0,0.5000,40.0000,111.052,40.08198,134.9789
hard L/T=1.0,Tyreus-Luyben,tau,0.50,1.01782,0.14938,0.50036,0,0.8000,40.0000,67.566,18.86522,77.9446
hard L/T=1.0,Tyreus-Luyben,tau,0.70,1.01782,0.14938,0.50036,1,18.2000,39.5200,0.000,6.44441,6.2146
hard L/T=1.0,Tyreus-Luyben,tau,1.00,1.01782,0.14938,0.50036,1,18.3200,39.0600,0.000,6.45828,2.4599
hard L/T=1.0,Tyreus-Luyben,tau,1.40,1.01782,0.14938,0.50036,1,17.8800,38.2900,0.000,6.47657,1.5071
hard L/T=1.0,Tyreus-Luyben,tau,1.70,1.01782,0.14938,0.50036,1,17.5400,37.7000,0.000,6.49020,1.2051
hard L/T=1.0,Tyreus-Luyben,tau,2.00,1.01782,0.14938,0.50036,1,17.1900,37.0800,0.000,6.50370,1.0167
hard L/T=1.0,Tyreus-Luyben,delay,0.50,1.01782,0.14938,0.50036,1,19.2800,39.9400,0.000,6.43627,1.9093
hard L/T=1.0,Tyreus-Luyben,delay,0.70,1.01782,0.14938,0.50036,1,18.9000,39.5900,0.000,6.44519,2.1232
hard L/T=1.0,Tyreus-Luyben,delay,1.00,1.01782,0.14938,0.50036,1,18.3200,39.0600,0.000,6.45828,2.4599
hard L/T=1.0,Tyreus-Luyben,delay,1.40,1.01782,0.14938,0.50036,1,17.4300,38.3500,0.000,6.47518,2.9556
hard L/T=1.0,Tyreus-Luyben,delay,1.70,1.01782,0.14938,0.50036,1,1.4000,37.8800,0.000,6.48742,3.3990
hard L/T=1.0,Tyreus-Luyben,delay,2.00,1.01782,0.14938,0.50036,1,1.4000,36.6500,5.579,6.52799,3.9257
hard L/T=1.0,Pessen-Integral,gain,0.50,1.58328,1.27805,0.73553,1,2.2400,4.9700,0.000,2.03444,0.5047
hard L/T=1.0,Pessen-Integral,gain,0.70,1.58328,1.27805,0.73553,1,0.9700,6.5800,9.543,1.73552,1.6605
hard L/T=1.0,Pessen-Integral,gain,1.00,1.58328,1.27805,0.73553,1,0.5700,14.3700,29.379,2.22862,7.4959
hard L/T=1.0,Pessen-Integral,gain,1.40,1.58328,1.27805,0.73553,0,0.3800,40.0000,77.819,20.88170,106.5409
hard L/T=1.0,Pessen-Integral,gain,1.70,1.58328,1.27805,0.73553,0,0.3100,40.0000,114.695,33.82032,140.4039
hard L/T=1.0,Pessen-Integral,gain,2.00,1.58328,1.27805,0.73553,0,0.2600,40.0000,151.757,44.70879,144.4039
hard L/T=1.0,Pessen-Integral,tau,0.50,1.58328,1.27805,0.73553,0,0.3000,40.0000,71.906,34.16645,137.9392
hard L/T=1.0,Pessen-Integral,tau,0.70,1.58328,1.27805,0.73553,0,0.4100,40.0000,54.450,15.36411,84.8711
hard L/T=1.0,Pessen-Integral,tau,1.00,1.58328,1.27805,0.73553,1,0.5700,14.3700,29.379,2.22862,7.4959
hard L/T=1.0,Pessen-Integral,tau,1.40,1.58328,1.27805,0.73553,1,0.7900,5.8200,18.473,1.95851,2.0939
hard L/T=1.0,Pessen-Integral,tau,1.70,1.58328,1.27805,0.73553,1,0.9500,9.0300,22.408,2.21671,1.6535
hard L/T=1.0,Pessen-Integral,tau,2.00,1.58328,1.27805,0.73553,1,1.1100,10.0400,27.458,2.49935,1.7692
hard L/T=1.0,Pessen-Integral,delay,0.50,1.58328,1.27805,0.73553,1,1.3500,6.0700,12.091,1.20930,7.5677
hard L/T=1.0,Pessen-Integral,delay,0.70,1.58328,1.27805,0.73553,1,0.5700,9.0400,20.766,1.46249,7.5938
hard L/T=1.0,Pessen-Integral,delay,1.00,1.58328,1.27805,0.73553,1,0.5700,14.3700,29.379,2.22862,7.4959
hard L/T=1.0,Pessen-Integral,delay,1.40,1.58328,1.27805,0.73553,1,0.5700,31.3100,52.710,4.54686,10.0388
hard L/T=1.0,Pessen-Integral,delay,1.70,1.58328,1.27805,0.73553,0,0.5700,40.0000,64.969,16.90353,33.2907
hard L/T=1.0,Pessen-Integral,delay,2.00,1.58328,1.27805,0.73553,0,0.5700,40.0000,76.847,21.87844,34.3237
hard L/T=1.0,Some-Overshoot,gain,0.50,0.74640,0.48201,0.77055,1,7.1300,13.3200,0.000,4.13931,1.6445
hard L/T=1.0,Some-Overshoot,gain,0.70,0.74640,0.48201,0.77055,1,4.6300,8.0600,0.457,3.00584,1.5274
hard L/T=1.0,Some-Overshoot,gain,1.00,0.74640,0.48201,0.77055,1,2.7700,11.3200,7.039,2.43503,3.4363
hard L/T=1.0,Some-Overshoot,gain,1.40,0.74640,0.48201,0.77055,0,0.8900,40.0000,69.627,15.65073,83.7030
hard L/T=1.0,Some-Overshoot,gain,1.70,0.74640,0.48201,0.77055,0,0.7200,40.0000,100.129,33.83077,130.0814
hard L/T=1.0,Some-Overshoot,gain,2.00,0.74640,0.48201,0.77055,0,0.6000,40.0000,127.533,44.81138,140.2688
hard L/T=1.0,Some-Overshoot,tau,0.50,0.74640,0.48201,0.77055,0,0.9000,40.0000,59.557,29.49980,127.5461
hard L/T=1.0,Some-Overshoot,tau,0.70,0.74640,0.48201,0.77055,0,2.5600,40.0000,47.699,10.36589,58.9500
hard L/T=1.0,Some-Overshoot,tau,1.00,0.74640,0.48201,0.77055,1,2.7700,11.3200,7.039,2.43503,3.4363
hard L/T=1.0,Some-Overshoot,tau,1.40,0.74640,0.48201,0.77055,1,2.9100,11.6100,6.863,2.69761,1.6426
hard L/T=1.0,Some-Overshoot,tau,1.70,0.74640,0.48201,0.77055,1,2.9900,12.2700,9.030,2.96384,1.3253
hard L/T=1.0,Some-Overshoot,tau,2.00,0.74640,0.48201,0.77055,1,3.0800,12.8600,11.340,3.23922,1.2090
hard L/T=1.0,Some-Overshoot,delay,0.50,0.74640,0.48201,0.77055,1,3.7600,5.8100,1.174,2.17301,2.6658
hard L/T=1.0,Some-Overshoot,delay,0.70,0.74640,0.48201,0.77055,1,3.4700,9.7200,2.799,2.25628,3.1567
hard L/T=1.0,Some-Overshoot,delay,1.00,0.74640,0.48201,0.77055,1,2.7700,11.3200,7.039,2.43503,3.4363
hard L/T=1.0,Some-Overshoot,delay,1.40,0.74640,0.48201,0.77055,1,1.3200,12.4400,14.787,2.81605,3.5918
hard L/T=1.0,Some-Overshoot,delay,1.70,0.74640,0.48201,0.77055,1,1.3100,13.0900,19.611,3.10008,3.7546
hard L/T=1.0,Some-Overshoot,delay,2.00,0.74640,0.48201,0.77055,1,1.3100,15.8500,23.275,3.69191,4.0738
hard L/T=1.0,No-Overshoot,gain,0.50,0.45237,0.29213,0.46700,1,13.3500,24.7300,0.000,6.82603,1.6408
hard L/T=1.0,No-Overshoot,gain,0.70,0.45237,0.29213,0.46700,1,8.8300,16.6000,0.000,4.88003,1.1558
hard L/T=1.0,No-Overshoot,gain,1.00,0.45237,0.29213,0.46700,1,5.4700,10.0000,0.044,3.41848,0.8907
hard L/T=1.0,No-Overshoot,gain,1.40,0.45237,0.29213,0.46700,1,3.1500,9.2500,2.435,2.62457,1.2649
hard L/T=1.0,No-Overshoot,gain,1.70,0.45237,0.29213,0.46700,1,2.7200,11.3700,8.412,2.43129,2.3485
hard L/T=1.0,No-Overshoot,gain,2.00,0.45237,0.29213,0.46700,1,2.5700,29.9700,19.366,3.23663,6.7240
hard L/T=1.0,No-Overshoot,tau,0.50,0.45237,0.29213,0.46700,1,4.8700,13.5200,0.353,3.43296,2.8839
hard L/T=1.0,No-Overshoot,tau,0.70,0.45237,0.29213,0.46700,1,6.0900,11.5800,0.000,3.41320,1.2698
hard L/T=1.0,No-Overshoot,tau,1.00,0.45237,0.29213,0.46700,1,5.4700,10.0000,0.044,3.41848,0.8907
hard L/T=1.0,No-Overshoot,tau,1.40,0.45237,0.29213,0.46700,1,5.2300,8.6200,1.125,3.55245,0.7781
hard L/T=1.0,No-Overshoot,tau,1.70,0.45237,0.29213,0.46700,1,5.1600,14.1300,2.650,3.75090,0.7717
hard L/T=1.0,No-Overshoot,tau,2.00,0.45237,0.29213,0.46700,1,5.1600,16.0200,4.414,3.99536,0.7980
hard L/T=1.0,No-Overshoot,delay,0.50,0.45237,0.29213,0.46700,1,6.6200,11.9700,0.000,3.41319,0.8703
hard L/T=1.0,No-Overshoot,delay,0.70,0.45237,0.29213,0.46700,1,6.1800,11.2000,0.000,3.41320,0.8776
hard L/T=1.0,No-Overshoot,delay,1.00,0.45237,0.29213,0.46700,1,5.4700,10.0000,0.044,3.41848,0.8907
