series,t,setpoint,y,u
Ziegler-Nichols,0.0000,1.000000,0.000000,1.799699
Ziegler-Nichols,0.0200,1.000000,0.000000,1.864998
Ziegler-Nichols,0.0400,1.000000,0.000000,1.930297
Ziegler-Nichols,0.0600,1.000000,0.000000,1.995596
Ziegler-Nichols,0.0800,1.000000,0.000000,2.000000
Ziegler-Nichols,0.1000,1.000000,0.000000,2.000000
Ziegler-Nichols,0.1200,1.000000,0.000000,2.000000
Ziegler-Nichols,0.1400,1.000000,0.000000,2.000000
Ziegler-Nichols,0.1600,1.000000,0.000000,2.000000
Ziegler-Nichols,0.1800,1.000000,0.000000,2.000000
Ziegler-Nichols,0.2000,1.000000,0.000000,2.000000
Ziegler-Nichols,0.2200,1.000000,0.000000,2.000000
Ziegler-Nichols,0.2400,1.000000,0.000000,2.000000
Ziegler-Nichols,0.2600,1.000000,0.000000,2.000000
Ziegler-Nichols,0.2800,1.000000,0.000000,2.000000
Ziegler-Nichols,0.3000,1.000000,0.035815,2.000000
Ziegler-Nichols,0.3200,1.000000,0.108321,1.858955
Ziegler-Nichols,0.3400,1.000000,0.181978,1.587055
Ziegler-Nichols,0.3600,1.000000,0.256762,1.432940
Ziegler-Nichols,0.3800,1.000000,0.330883,1.320061
Ziegler-Nichols,0.4000,1.000000,0.403536,1.234940
Ziegler-Nichols,0.4200,1.000000,0.474751,1.157905
Ziegler-Nichols,0.4400,1.000000,0.544556,1.081915
Ziegler-Nichols,0.4600,1.000000,0.612978,1.004675
Ziegler-Nichols,0.4800,1.000000,0.680046,0.925457
Ziegler-Nichols,0.5000,1.000000,0.745785,0.844052
Ziegler-Nichols,0.5200,1.000000,0.810223,0.760419
Ziegler-Nichols,0.5400,1.000000,0.873385,0.674578
Ziegler-Nichols,0.5600,1.000000,0.935296,0.586561
Ziegler-Nichols,0.5800,1.000000,0.995981,0.496410
Ziegler-Nichols,0.6000,1.000000,1.055465,0.404165
Ziegler-Nichols,0.6200,1.000000,1.110964,0.309869
Ziegler-Nichols,0.6400,1.000000,1.154017,0.306470
Ziegler-Nichols,0.6600,1.000000,1.189286,0.336001
Ziegler-Nichols,0.6800,1.000000,1.219022,0.352251
Ziegler-Nichols,0.7000,1.000000,1.244594,0.354682
Ziegler-Nichols,0.7200,1.000000,1.266556,0.348360
Ziegler-Nichols,0.7400,1.000000,1.285073,0.340001
Ziegler-Nichols,0.7600,1.000000,1.300180,0.333682
Ziegler-Nichols,0.7800,1.000000,1.311871,0.331465
Ziegler-Nichols,0.8000,1.000000,1.320129,0.334375
Ziegler-Nichols,0.8200,1.000000,1.324932,0.342975
Ziegler-Nichols,0.8400,1.000000,1.326263,0.357624
Ziegler-Nichols,0.8600,1.000000,1.324103,0.378608
Ziegler-Nichols,0.8800,1.000000,1.318436,0.406173
Ziegler-Nichols,0.9000,1.000000,1.309249,0.440561
Ziegler-Nichols,0.9200,1.000000,1.296530,0.481999
Ziegler-Nichols,0.9400,1.000000,1.282779,0.522730
Ziegler-Nichols,0.9600,1.000000,1.270416,0.532081
Ziegler-Nichols,0.9800,1.000000,1.259082,0.526726
Ziegler-Nichols,1.0000,1.000000,1.248204,0.521021
Ziegler-Nichols,1.0200,1.000000,1.237359,0.519885
Ziegler-Nichols,1.0400,1.000000,1.226403,0.523051
Ziegler-Nichols,1.0600,1.000000,1.215388,0.528415
Ziegler-Nichols,1.0800,1.000000,1.204458,0.534014
Ziegler-Nichols,1.1000,1.000000,1.193809,0.538430
Ziegler-Nichols,1.1200,1.000000,1.183653,0.540675
Ziegler-Nichols,1.1400,1.000000,1.174219,0.540000
Ziegler-Nichols,1.1600,1.000000,1.165739,0.535773
Ziegler-Nichols,1.1800,1.000000,1.158453,0.527402
Ziegler-Nichols,1.2000,1.000000,1.152606,0.514300
Ziegler-Nichols,1.2200,1.000000,1.148445,0.495876
Ziegler-Nichols,1.2400,1.000000,1.146065,0.471517
Ziegler-Nichols,1.2600,1.000000,1.144417,0.448258
Ziegler-Nichols,1.2800,1.000000,1.142680,0.434920
Ziegler-Nichols,1.3000,1.000000,1.140735,0.428314
Ziegler-Nichols,1.3200,1.000000,1.138734,0.423587
Ziegler-Nichols,1.3400,1.000000,1.136861,0.417878
Ziegler-Nichols,1.3600,1.000000,1.135221,0.410452
Ziegler-Nichols,1.3800,1.000000,1.133836,0.401731
Ziegler-Nichols,1.4000,1.000000,1.132669,0.392477
Ziegler-Nichols,1.4200,1.000000,1.131637,0.383436
Ziegler-Nichols,1.4400,1.000000,1.130629,0.375260
Ziegler-Nichols,1.4600,1.000000,1.129510,0.368541
Ziegler-Nichols,1.4800,1.000000,1.128124,0.363840
Ziegler-Nichols,1.5000,1.000000,1.126295,0.361733
Ziegler-Nichols,1.5200,1.000000,1.123826,0.362829
Ziegler-Nichols,1.5400,1.000000,1.120502,0.367777
Ziegler-Nichols,1.5600,1.000000,1.116275,0.376828
Ziegler-Nichols,1.5800,1.000000,1.111503,0.386485
Ziegler-Nichols,1.6000,1.000000,1.106511,0.393662
Ziegler-Nichols,1.6200,1.000000,1.101423,0.398609
Ziegler-Nichols,1.6400,1.000000,1.096222,0.402865
Ziegler-Nichols,1.6600,1.000000,1.090848,0.407735
Ziegler-Nichols,1.6800,1.000000,1.085246,0.413819
Ziegler-Nichols,1.7000,1.000000,1.079391,0.421174
Ziegler-Nichols,1.7200,1.000000,1.073290,0.429568
Ziegler-Nichols,1.7400,1.000000,1.066977,0.438670
Ziegler-Nichols,1.7600,1.000000,1.060506,0.448110
Ziegler-Nichols,1.7800,1.000000,1.053956,0.457508
Ziegler-Nichols,1.8000,1.000000,1.047426,0.466448
Ziegler-Nichols,1.8200,1.000000,1.041035,0.474479
Ziegler-Nichols,1.8400,1.000000,1.034927,0.481095
Ziegler-Nichols,1.8600,1.000000,1.029261,0.485721
Ziegler-Nichols,1.8800,1.000000,1.024095,0.488282
Ziegler-Nichols,1.9000,1.000000,1.019342,0.490121
Ziegler-Nichols,1.9200,1.000000,1.014899,0.492455
Ziegler-Nichols,1.9400,1.000000,1.010715,0.495475
Ziegler-Nichols,1.9600,1.000000,1.006799,0.498715
Ziegler-Nichols,1.9800,1.000000,1.003188,0.501606
Ziegler-Nichols,2.0000,1.000000,0.999927,0.503758
Ziegler-Nichols,2.0200,1.000000,0.997055,0.505005
Ziegler-Nichols,2.0400,1.000000,0.994593,0.505333
Ziegler-Nichols,2.0600,1.000000,0.992552,0.504825
Ziegler-Nichols,2.0800,1.000000,0.990925,0.503618
Ziegler-Nichols,2.1000,1.000000,0.989689,0.501885
Ziegler-Nichols,2.1200,1.000000,0.988806,0.499850
Ziegler-Nichols,2.1400,1.000000,0.988218,0.497781
Ziegler-Nichols,2.1600,1.000000,0.987846,0.496009
Ziegler-Nichols,2.1800,1.000000,0.987601,0.494907
Ziegler-Nichols,2.2000,1.000000,0.987437,0.494532
Ziegler-Nichols,2.2200,1.000000,0.987363,0.494412
Ziegler-Nichols,2.2400,1.000000,0.987403,0.494057
Ziegler-Nichols,2.2600,1.000000,0.987569,0.493296
Ziegler-Nichols,2.2800,1.000000,0.987852,0.492254
Ziegler-Nichols,2.3000,1.000000,0.988222,0.491166
Ziegler-Nichols,2.3200,1.000000,0.988644,0.490255
Ziegler-Nichols,2.3400,1.000000,0.989079,0.489668
Ziegler-Nichols,2.3600,1.000000,0.989493,0.489484
Ziegler-Nichols,2.3800,1.000000,0.989858,0.489730
Ziegler-Nichols,2.4000,1.000000,0.990151,0.490390
Ziegler-Nichols,2.4200,1.000000,0.990361,0.491415
Ziegler-Nichols,2.4400,1.000000,0.990484,0.492719
Ziegler-Nichols,2.4600,1.000000,0.990531,0.494174
Ziegler-Nichols,2.4800,1.000000,0.990525,0.495602
Ziegler-Nichols,2.5000,1.000000,0.990499,0.496803
Ziegler-Nichols,2.5200,1.000000,0.990467,0.497733
Ziegler-Nichols,2.5400,1.000000,0.990425,0.498552
Ziegler-Nichols,2.5600,1.000000,0.990357,0.499463
Ziegler-Nichols,2.5800,1.000000,0.990252,0.500575
Ziegler-Nichols,2.6000,1.000000,0.990106,0.501873
Ziegler-Nichols,2.6200,1.000000,0.989924,0.503269
Ziegler-Nichols,2.6400,1.000000,0.989719,0.504658
Ziegler-Nichols,2.6600,1.000000,0.989507,0.505946
Ziegler-Nichols,2.6800,1.000000,0.989305,0.507066
Ziegler-Nichols,2.7000,1.000000,0.989129,0.507973
Ziegler-Nichols,2.7200,1.000000,0.988993,0.508642
Ziegler-Nichols,2.7400,1.000000,0.988909,0.509071
Ziegler-Nichols,2.7600,1.000000,0.988884,0.509283
Ziegler-Nichols,2.7800,1.000000,0.988916,0.509329
Ziegler-Nichols,2.8000,1.000000,0.988998,0.509293
Ziegler-Nichols,2.8200,1.000000,0.989117,0.509271
Ziegler-Nichols,2.8400,1.000000,0.989267,0.509295
Ziegler-Nichols,2.8600,1.000000,0.989449,0.509310
Ziegler-Nichols,2.8800,1.000000,0.989669,0.509232
Ziegler-Nichols,2.9000,1.000000,0.989935,0.508998
Ziegler-Nichols,2.9200,1.000000,0.990250,0.508596
Ziegler-Nichols,2.9400,1.000000,0.990614,0.508049
Ziegler-Nichols,2.9600,1.000000,0.991023,0.507403
Ziegler-Nichols,2.9800,1.000000,0.991470,0.506705
Ziegler-Nichols,3.0000,1.000000,0.991946,0.505999
Ziegler-Nichols,3.0200,1.000000,0.992442,0.505321
Ziegler-Nichols,3.0400,1.000000,0.992947,0.504699
Ziegler-Nichols,3.0600,1.000000,0.993453,0.504150
Ziegler-Nichols,3.0800,1.000000,0.993952,0.503677
Ziegler-Nichols,3.1000,1.000000,0.994440,0.503266
Ziegler-Nichols,3.1200,1.000000,0.994917,0.502882
Ziegler-Nichols,3.1400,1.000000,0.995386,0.502488
Ziegler-Nichols,3.1600,1.000000,0.995846,0.502065
Ziegler-Nichols,3.1800,1.000000,0.996295,0.501636
Ziegler-Nichols,3.2000,1.000000,0.996727,0.501239
Ziegler-Nichols,3.2200,1.000000,0.997137,0.500911
Ziegler-Nichols,3.2400,1.000000,0.997518,0.500670
Ziegler-Nichols,3.2600,1.000000,0.997867,0.500521
Ziegler-Nichols,3.2800,1.000000,0.998181,0.500449
Ziegler-Nichols,3.3000,1.000000,0.998462,0.500439
Ziegler-Nichols,3.3200,1.000000,0.998710,0.500470
Ziegler-Nichols,3.3400,1.000000,0.998927,0.500523
Ziegler-Nichols,3.3600,1.000000,0.999118,0.500583
Ziegler-Nichols,3.3800,1.000000,0.999286,0.500638
Ziegler-Nichols,3.4000,1.000000,0.999433,0.500679
Ziegler-Nichols,3.4200,1.000000,0.999562,0.500713
Ziegler-Nichols,3.4400,1.000000,0.999673,0.500750
Ziegler-Nichols,3.4600,1.000000,0.999766,0.500810
Ziegler-Nichols,3.4800,1.000000,0.999839,0.500902
Ziegler-Nichols,3.5000,1.000000,0.999895,0.501018
Ziegler-Nichols,3.5200,1.000000,0.999937,0.501142
Ziegler-Nichols,3.5400,1.000000,0.999967,0.501254
Ziegler-Nichols,3.5600,1.000000,0.999989,0.501338
Ziegler-Nichols,3.5800,1.000000,1.000008,0.501389
Ziegler-Nichols,3.6000,1.000000,1.000025,0.501404
Ziegler-Nichols,3.6200,1.000000,1.000042,0.501389
Ziegler-Nichols,3.6400,1.000000,1.000062,0.501350
Ziegler-Nichols,3.6600,1.000000,1.000083,0.501292
Ziegler-Nichols,3.6800,1.000000,1.000106,0.501227
Ziegler-Nichols,3.7000,1.000000,1.000131,0.501158
Ziegler-Nichols,3.7200,1.000000,1.000156,0.501090
Ziegler-Nichols,3.7400,1.000000,1.000182,0.501022
Ziegler-Nichols,3.7600,1.000000,1.000210,0.500950
Ziegler-Nichols,3.7800,1.000000,1.000241,0.500861
Ziegler-Nichols,3.8000,1.000000,1.000275,0.500753
Ziegler-Nichols,3.8200,1.000000,1.000313,0.500625
Ziegler-Nichols,3.8400,1.000000,1.000356,0.500486
Ziegler-Nichols,3.8600,1.000000,1.000401,0.500341
Ziegler-Nichols,3.8800,1.000000,1.000448,0.500203
Ziegler-Nichols,3.9000,1.000000,1.000494,0.500075
Ziegler-Nichols,3.9200,1.000000,1.000540,0.499962
Ziegler-Nichols,3.9400,1.000000,1.000583,0.499862
Ziegler-Nichols,3.9600,1.000000,1.000623,0.499775
Ziegler-Nichols,3.9800,1.000000,1.000660,0.499701
Ziegler-Nichols,4.0000,1.000000,1.000694,0.499634
Ziegler-Nichols,4.0200,1.000000,1.000724,0.499571
Ziegler-Nichols,4.0400,1.000000,1.000751,0.499513
Ziegler-Nichols,4.0600,1.000000,1.000774,0.499459
Ziegler-Nichols,4.0800,1.000000,1.000794,0.499411
Ziegler-Nichols,4.1000,1.000000,1.000809,0.499375
Ziegler-Nichols,4.1200,1.000000,1.000819,0.499354
Ziegler-Nichols,4.1400,1.000000,1.000824,0.499349
Ziegler-Nichols,4.1600,1.000000,1.000822,0.499359
Ziegler-Nichols,4.1800,1.000000,1.000815,0.499382
Ziegler-Nichols,4.2000,1.000000,1.000803,0.499409
Ziegler-Nichols,4.2200,1.000000,1.000787,0.499442
Ziegler-Nichols,4.2400,1.000000,1.000767,0.499473
Ziegler-Nichols,4.2600,1.000000,1.000744,0.499508
Ziegler-Nichols,4.2800,1.000000,1.000718,0.499540
Ziegler-Nichols,4.3000,1.000000,1.000690,0.499573
Ziegler-Nichols,4.3200,1.000000,1.000660,0.499606
Ziegler-Nichols,4.3400,1.000000,1.000628,0.499641
Ziegler-Nichols,4.3600,1.000000,1.000595,0.499679
Ziegler-Nichols,4.3800,1.000000,1.000560,0.499720
Ziegler-Nichols,4.4000,1.000000,1.000524,0.499761
Ziegler-Nichols,4.4200,1.000000,1.000489,0.499800
Ziegler-Nichols,4.4400,1.000000,1.000453,0.499833
Ziegler-Nichols,4.4600,1.000000,1.000419,0.499862
Ziegler-Nichols,4.4800,1.000000,1.000386,0.499882
Ziegler-Nichols,4.5000,1.000000,1.000354,0.499898
Ziegler-Nichols,4.5200,1.000000,1.000325,0.499910
Ziegler-Nichols,4.5400,1.000000,1.000297,0.499918
Ziegler-Nichols,4.5600,1.000000,1.000272,0.499922
Ziegler-Nichols,4.5800,1.000000,1.000248,0.499929
Ziegler-Nichols,4.6000,1.000000,1.000225,0.499931
Ziegler-Nichols,4.6200,1.000000,1.000205,0.499933
Ziegler-Nichols,4.6400,1.000000,1.000186,0.499934
Ziegler-Nichols,4.6600,1.000000,1.000170,0.499932
Ziegler-Nichols,4.6800,1.000000,1.000155,0.499926
Ziegler-Nichols,4.7000,1.000000,1.000142,0.499918
Ziegler-Nichols,4.7200,1.000000,1.000131,0.499908
Ziegler-Nichols,4.7400,1.000000,1.000121,0.499897
Ziegler-Nichols,4.7600,1.000000,1.000113,0.499885
Ziegler-Nichols,4.7800,1.000000,1.000106,0.499876
Ziegler-Nichols,4.8000,1.000000,1.000100,0.499869
Ziegler-Nichols,4.8200,1.000000,1.000094,0.499863
Ziegler-Nichols,4.8400,1.000000,1.000089,0.499859
Ziegler-Nichols,4.8600,1.000000,1.000084,0.499856
Ziegler-Nichols,4.8800,1.000000,1.000079,0.499856
Ziegler-Nichols,4.9000,1.000000,1.000075,0.499855
Ziegler-Nichols,4.9200,1.000000,1.000071,0.499854
Ziegler-Nichols,4.9400,1.000000,1.000067,0.499855
Ziegler-Nichols,4.9600,1.000000,1.000063,0.499856
Ziegler-Nichols,4.9800,1.000000,1.000059,0.499859
Ziegler-Nichols,5.0000,1.000000,1.000055,0.499864
Ziegler-Nichols,5.0200,1.000000,1.000050,0.499872
Ziegler-Nichols,5.0400,1.000000,1.000045,0.499880
Ziegler-Nichols,5.0600,1.000000,1.000040,0.499890
Ziegler-Nichols,5.0800,1.000000,1.000034,0.499901
Ziegler-Nichols,5.1000,1.000000,1.000028,0.499912
Ziegler-Nichols,5.1200,1.000000,1.000022,0.499924
Ziegler-Nichols,5.1400,1.000000,1.000016,0.499935
Ziegler-Nichols,5.1600,1.000000,1.000010,0.499944
Ziegler-Nichols,5.1800,1.000000,1.000004,0.499954
Ziegler-Nichols,5.2000,1.000000,0.999998,0.499965
Ziegler-Nichols,5.2200,1.000000,0.999993,0.499973
Ziegler-Nichols,5.2400,1.000000,0.999987,0.499983
Ziegler-Nichols,5.2600,1.000000,0.999982,0.499992
Ziegler-Nichols,5.2800,1.000000,0.999976,0.500001
Ziegler-Nichols,5.3000,1.000000,0.999971,0.500009
Ziegler-Nichols,5.3200,1.000000,0.999967,0.500016
Ziegler-Nichols,5.3400,1.000000,0.999963,0.500021
Ziegler-Nichols,5.3600,1.000000,0.999959,0.500026
Ziegler-Nichols,5.3800,1.000000,0.999956,0.500029
Ziegler-Nichols,5.4000,1.000000,0.999953,0.500032
Ziegler-Nichols,5.4200,1.000000,0.999951,0.500033
Ziegler-Nichols,5.4400,1.000000,0.999949,0.500034
Ziegler-Nichols,5.4600,1.000000,0.999948,0.500034
Ziegler-Nichols,5.4800,1.000000,0.999947,0.500034
Ziegler-Nichols,5.5000,1.000000,0.999946,0.500034
Ziegler-Nichols,5.5200,1.000000,0.999946,0.500033
Ziegler-Nichols,5.5400,1.000000,0.999947,0.500032
Ziegler-Nichols,5.5600,1.000000,0.999947,0.500030
Ziegler-Nichols,5.5800,1.000000,0.999948,0.500027
Ziegler-Nichols,5.6000,1.000000,0.999950,0.500025
Ziegler-Nichols,5.6200,1.000000,0.999951,0.500022
Ziegler-Nichols,5.6400,1.000000,0.999953,0.500019
Ziegler-Nichols,5.6600,1.000000,0.999955,0.500017
Ziegler-Nichols,5.6800,1.000000,0.999957,0.500014
Ziegler-Nichols,5.7000,1.000000,0.999959,0.500012
Ziegler-Nichols,5.7200,1.000000,0.999961,0.500010
Ziegler-Nichols,5.7400,1.000000,0.999963,0.500009
Ziegler-Nichols,5.7600,1.000000,0.999965,0.500008
Ziegler-Nichols,5.7800,1.000000,0.999967,0.500007
Ziegler-Nichols,5.8000,1.000000,0.999969,0.500005
Ziegler-Nichols,5.8200,1.000000,0.999971,0.500005
Ziegler-Nichols,5.8400,1.000000,0.999973,0.500004
Ziegler-Nichols,5.8600,1.000000,0.999975,0.500003
Ziegler-Nichols,5.8800,1.000000,0.999976,0.500003
Ziegler-Nichols,5.9000,1.000000,0.999978,0.500004
Ziegler-Nichols,5.9200,1.000000,0.999979,0.500005
Ziegler-Nichols,5.9400,1.000000,0.999980,0.500005
Ziegler-Nichols,5.9600,1.000000,0.999981,0.500006
Ziegler-Nichols,5.9800,1.000000,0.999982,0.500007
Ziegler-Nichols,6.0000,1.000000,0.999983,0.500008
Ziegler-Nichols,6.0200,1.000000,0.999984,0.500009
Ziegler-Nichols,6.0400,1.000000,0.999985,0.500009
Ziegler-Nichols,6.0600,1.000000,0.999985,0.500011
Ziegler-Nichols,6.0800,1.000000,0.999986,0.500011
Ziegler-Nichols,6.1000,1.000000,0.999986,0.500012
Ziegler-Nichols,6.1200,1.000000,0.999987,0.500013
Ziegler-Nichols,6.1400,1.000000,0.999987,0.500013
Ziegler-Nichols,6.1600,1.000000,0.999988,0.500013
Ziegler-Nichols,6.1800,1.000000,0.999988,0.500014
Ziegler-Nichols,6.2000,1.000000,0.999988,0.500014
Ziegler-Nichols,6.2200,1.000000,0.999989,0.500014
Ziegler-Nichols,6.2400,1.000000,0.999989,0.500014
Ziegler-Nichols,6.2600,1.000000,0.999990,0.500014
Ziegler-Nichols,6.2800,1.000000,0.999990,0.500013
Ziegler-Nichols,6.3000,1.000000,0.999991,0.500013
Ziegler-Nichols,6.3200,1.000000,0.999991,0.500012
Ziegler-Nichols,6.3400,1.000000,0.999992,0.500012
Ziegler-Nichols,6.3600,1.000000,0.999992,0.500011
Ziegler-Nichols,6.3800,1.000000,0.999993,0.500010
Ziegler-Nichols,6.4000,1.000000,0.999993,0.500009
Ziegler-Nichols,6.4200,1.000000,0.999994,0.500008
Ziegler-Nichols,6.4400,1.000000,0.999995,0.500008
Ziegler-Nichols,6.4600,1.000000,0.999995,0.500007
Ziegler-Nichols,6.4800,1.000000,0.999996,0.500006
Ziegler-Nichols,6.5000,1.000000,0.999997,0.500005
Ziegler-Nichols,6.5200,1.000000,0.999997,0.500004
Ziegler-Nichols,6.5400,1.000000,0.999998,0.500003
Ziegler-Nichols,6.5600,1.000000,0.999998,0.500002
Ziegler-Nichols,6.5800,1.000000,0.999999,0.500002
Ziegler-Nichols,6.6000,1.000000,0.999999,0.500001
Ziegler-Nichols,6.6200,1.000000,1.000000,0.500000
Ziegler-Nichols,6.6400,1.000000,1.000000,0.500000
Ziegler-Nichols,6.6600,1.000000,1.000001,0.499999
Ziegler-Nichols,6.6800,1.000000,1.000001,0.499999
Ziegler-Nichols,6.7000,1.000000,1.000002,0.499999
Ziegler-Nichols,6.7200,1.000000,1.000002,0.499999
Ziegler-Nichols,6.7400,1.000000,1.000002,0.499999
Ziegler-Nichols,6.7600,1.000000,1.000002,0.499999
Ziegler-Nichols,6.7800,1.000000,1.000003,0.499998
Ziegler-Nichols,6.8000,1.000000,1.000003,0.499998
Ziegler-Nichols,6.8200,1.000000,1.000003,0.499998
Ziegler-Nichols,6.8400,1.000000,1.000003,0.499999
Ziegler-Nichols,6.8600,1.000000,1.000003,0.499999
Ziegler-Nichols,6.8800,1.000000,1.000003,0.499999
Ziegler-Nichols,6.9000,1.000000,1.000003,0.499999
Ziegler-Nichols,6.9200,1.000000,1.000003,0.499999
Ziegler-Nichols,6.9400,1.000000,1.000003,0.499999
Ziegler-Nichols,6.9600,1.000000,1.000003,0.499999
Ziegler-Nichols,6.9800,1.000000,1.000003,0.499999
Ziegler-Nichols,7.0000,1.000000,1.000003,0.499999
Ziegler-Nichols,7.0200,1.000000,1.000003,0.499999
Ziegler-Nichols,7.0400,1.000000,1.000002,0.500000
Ziegler-Nichols,7.0600,1.000000,1.000002,0.500000
Ziegler-Nichols,7.0800,1.000000,1.000002,0.499999
Ziegler-Nichols,7.1000,1.000000,1.000002,0.500000
Ziegler-Nichols,7.1200,1.000000,1.000002,0.500000
Ziegler-Nichols,7.1400,1.000000,1.000002,0.500000
Ziegler-Nichols,7.1600,1.000000,1.000002,0.500000
Ziegler-Nichols,7.1800,1.000000,1.000002,0.499999
Ziegler-Nichols,7.2000,1.000000,1.000002,0.500000
Ziegler-Nichols,7.2200,1.000000,1.000002,0.500000
Ziegler-Nichols,7.2400,1.000000,1.000002,0.499999
Ziegler-Nichols,7.2600,1.000000,1.000002,0.500000
Ziegler-Nichols,7.2800,1.000000,1.000001,0.499999
Ziegler-Nichols,7.3000,1.000000,1.000001,0.500000
Ziegler-Nichols,7.3200,1.000000,1.000001,0.499999
Ziegler-Nichols,7.3400,1.000000,1.000001,0.500000
Ziegler-Nichols,7.3600,1.000000,1.000001,0.499999
Ziegler-Nichols,7.3800,1.000000,1.000001,0.499999
Ziegler-Nichols,7.4000,1.000000,1.000001,0.499999
Ziegler-Nichols,7.4200,1.000000,1.000001,0.499999
Ziegler-Nichols,7.4400,1.000000,1.000001,0.499999
Ziegler-Nichols,7.4600,1.000000,1.000001,0.499998
Ziegler-Nichols,7.4800,1.000000,1.000001,0.499998
Ziegler-Nichols,7.5000,1.000000,1.000001,0.499999
Ziegler-Nichols,7.5200,1.000000,1.000001,0.499998
Ziegler-Nichols,7.5400,1.000000,1.000001,0.499998
Ziegler-Nichols,7.5600,1.000000,1.000001,0.499998
Ziegler-Nichols,7.5800,1.000000,1.000001,0.499999
Ziegler-Nichols,7.6000,1.000000,1.000001,0.499998
Ziegler-Nichols,7.6200,1.000000,1.000001,0.499998
Ziegler-Nichols,7.6400,1.000000,1.000001,0.499999
Ziegler-Nichols,7.6600,1.000000,1.000001,0.499998
Ziegler-Nichols,7.6800,1.000000,1.000001,0.499998
Ziegler-Nichols,7.7000,1.000000,1.000001,0.499999
Ziegler-Nichols,7.7200,1.000000,1.000001,0.499998
Ziegler-Nichols,7.7400,1.000000,1.000001,0.500000
Ziegler-Nichols,7.7600,1.000000,1.000001,0.499999
Ziegler-Nichols,7.7800,1.000000,1.000000,0.499999
Ziegler-Nichols,7.8000,1.000000,1.000000,0.499999
Ziegler-Nichols,7.8200,1.000000,1.000000,0.499999
Ziegler-Nichols,7.8400,1.000000,1.000000,0.499999
Ziegler-Nichols,7.8600,1.000000,1.000000,0.500000
Ziegler-Nichols,7.8800,1.000000,1.000000,0.500000
Ziegler-Nichols,7.9000,1.000000,1.000000,0.499999
Ziegler-Nichols,7.9200,1.000000,1.000000,0.500001
Ziegler-Nichols,7.9400,1.000000,1.000000,0.500000
Ziegler-Nichols,7.9600,1.000000,1.000000,0.500000
Ziegler-Nichols,7.9800,1.000000,1.000000,0.500000
Ziegler-Nichols,8.0000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.0200,1.000000,1.000000,0.500000
Ziegler-Nichols,8.0400,1.000000,1.000000,0.500000
Ziegler-Nichols,8.0600,1.000000,1.000000,0.500001
Ziegler-Nichols,8.0800,1.000000,1.000000,0.500000
Ziegler-Nichols,8.1000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.1200,1.000000,1.000000,0.500000
Ziegler-Nichols,8.1400,1.000000,1.000000,0.500000
Ziegler-Nichols,8.1600,1.000000,1.000000,0.500000
Ziegler-Nichols,8.1800,1.000000,1.000000,0.500000
Ziegler-Nichols,8.2000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.2200,1.000000,1.000000,0.500000
Ziegler-Nichols,8.2400,1.000000,1.000000,0.500000
Ziegler-Nichols,8.2600,1.000000,1.000000,0.500000
Ziegler-Nichols,8.2800,1.000000,1.000000,0.500000
Ziegler-Nichols,8.3000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.3200,1.000000,1.000000,0.500000
Ziegler-Nichols,8.3400,1.000000,1.000000,0.500000
Ziegler-Nichols,8.3600,1.000000,1.000000,0.500000
Ziegler-Nichols,8.3800,1.000000,1.000000,0.499999
Ziegler-Nichols,8.4000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.4200,1.000000,1.000000,0.500000
Ziegler-Nichols,8.4400,1.000000,1.000000,0.500000
Ziegler-Nichols,8.4600,1.000000,1.000000,0.500000
Ziegler-Nichols,8.4800,1.000000,1.000000,0.500000
Ziegler-Nichols,8.5000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.5200,1.000000,1.000000,0.499999
Ziegler-Nichols,8.5400,1.000000,1.000000,0.499999
Ziegler-Nichols,8.5600,1.000000,1.000000,0.500000
Ziegler-Nichols,8.5800,1.000000,1.000000,0.499999
Ziegler-Nichols,8.6000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.6200,1.000000,1.000000,0.500000
Ziegler-Nichols,8.6400,1.000000,1.000000,0.500000
Ziegler-Nichols,8.6600,1.000000,1.000000,0.500000
Ziegler-Nichols,8.6800,1.000000,1.000000,0.500000
Ziegler-Nichols,8.7000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.7200,1.000000,1.000000,0.500000
Ziegler-Nichols,8.7400,1.000000,1.000000,0.500000
Ziegler-Nichols,8.7600,1.000000,1.000000,0.500000
Ziegler-Nichols,8.7800,1.000000,1.000000,0.500000
Ziegler-Nichols,8.8000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.8200,1.000000,1.000000,0.500000
Ziegler-Nichols,8.8400,1.000000,1.000000,0.500000
Ziegler-Nichols,8.8600,1.000000,1.000000,0.500000
Ziegler-Nichols,8.8800,1.000000,1.000000,0.500000
Ziegler-Nichols,8.9000,1.000000,1.000000,0.500000
Ziegler-Nichols,8.9200,1.000000,1.000000,0.500000
Ziegler-Nichols,8.9400,1.000000,1.000000,0.500000
Ziegler-Nichols,8.9600,1.000000,1.000000,0.500000
Ziegler-Nichols,8.9800,1.000000,1.000000,0.500000
Ziegler-Nichols,9.0000,1.000000,1.000000,0.500000
