series,t,setpoint,y,u
Ziegler-Nichols,20.9400,1.000000,1.000000,0.500000
Ziegler-Nichols,20.9600,1.000000,1.000000,0.500000
Ziegler-Nichols,20.9800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.0000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.0200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.0400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.0600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.0800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.1000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.1200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.1400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.1600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.1800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.2000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.2200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.2400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.2600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.2800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.3000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.3200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.3400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.3600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.3800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.4000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.4200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.4400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.4600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.4800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.5000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.5200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.5400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.5600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.5800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.6000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.6200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.6400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.6600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.6800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.7000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.7200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.7400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.7600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.7800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.8000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.8200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.8400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.8600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.8800,1.000000,1.000000,0.500000
Ziegler-Nichols,21.9000,1.000000,1.000000,0.500000
Ziegler-Nichols,21.9200,1.000000,1.000000,0.500000
Ziegler-Nichols,21.9400,1.000000,1.000000,0.500000
Ziegler-Nichols,21.9600,1.000000,1.000000,0.500000
Ziegler-Nichols,21.9800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.0000,1.000000,1.000000,0.500000
Ziegler-Nichols,22.0200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.0400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.0600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.0800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.1000,1.000000,1.000000,0.499999
Ziegler-Nichols,22.1200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.1400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.1600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.1800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.2000,1.000000,1.000000,0.500000
Ziegler-Nichols,22.2200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.2400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.2600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.2800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.3000,1.000000,1.000000,0.500000
Ziegler-Nichols,22.3200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.3400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.3600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.3800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.4000,1.000000,1.000000,0.500000
Ziegler-Nichols,22.4200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.4400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.4600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.4800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.5000,1.000000,1.000000,0.500000
Ziegler-Nichols,22.5200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.5400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.5600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.5800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.6000,1.000000,1.000000,0.500000
Ziegler-Nichols,22.6200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.6400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.6600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.6800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.7000,1.000000,1.000000,0.500000
Ziegler-Nichols,22.7200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.7400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.7600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.7800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.8000,1.000000,1.000000,0.500000
Ziegler-Nichols,22.8200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.8400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.8600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.8800,1.000000,1.000000,0.500000
Ziegler-Nichols,22.9000,1.000000,1.000000,0.500000
Ziegler-Nichols,22.9200,1.000000,1.000000,0.500000
Ziegler-Nichols,22.9400,1.000000,1.000000,0.500000
Ziegler-Nichols,22.9600,1.000000,1.000000,0.500000
Ziegler-Nichols,22.9800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.0000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.0200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.0400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.0600,1.000000,1.000000,0.500000
Ziegler-Nichols,23.0800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.1000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.1200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.1400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.1600,1.000000,1.000000,0.500000
Ziegler-Nichols,23.1800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.2000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.2200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.2400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.2600,1.000000,1.000000,0.500000
Ziegler-Nichols,23.2800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.3000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.3200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.3400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.3600,1.000000,1.000000,0.499999
Ziegler-Nichols,23.3800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.4000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.4200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.4400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.4600,1.000000,1.000000,0.500000
Ziegler-Nichols,23.4800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.5000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.5200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.5400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.5600,1.000000,1.000000,0.500000
Ziegler-Nichols,23.5800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.6000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.6200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.6400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.6600,1.000000,1.000000,0.500000
Ziegler-Nichols,23.6800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.7000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.7200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.7400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.7600,1.000000,1.000000,0.500000
Ziegler-Nichols,23.7800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.8000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.8200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.8400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.8600,1.000000,1.000000,0.500000
Ziegler-Nichols,23.8800,1.000000,1.000000,0.500000
Ziegler-Nichols,23.9000,1.000000,1.000000,0.500000
Ziegler-Nichols,23.9200,1.000000,1.000000,0.500000
Ziegler-Nichols,23.9400,1.000000,1.000000,0.500000
Ziegler-Nichols,23.9600,1.000000,1.000000,0.500000
Ziegler-Nichols,23.9800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.0000,1.000000,1.000000,0.500000
Ziegler-Nichols,24.0200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.0400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.0600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.0800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.1000,1.000000,1.000000,0.500000
Ziegler-Nichols,24.1200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.1400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.1600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.1800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.2000,1.000000,1.000000,0.500000
Ziegler-Nichols,24.2200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.2400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.2600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.2800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.3000,1.000000,1.000000,0.500000
Ziegler-Nichols,24.3200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.3400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.3600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.3800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.4000,1.000000,1.000000,0.500000
Ziegler-Nichols,24.4200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.4400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.4600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.4800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.5000,1.000000,1.000000,0.500000
Ziegler-Nichols,24.5200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.5400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.5600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.5800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.6000,1.000000,1.000000,0.499999
Ziegler-Nichols,24.6200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.6400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.6600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.6800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.7000,1.000000,1.000000,0.500000
Ziegler-Nichols,24.7200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.7400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.7600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.7800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.8000,1.000000,1.000000,0.500000
Ziegler-Nichols,24.8200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.8400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.8600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.8800,1.000000,1.000000,0.500000
Ziegler-Nichols,24.9000,1.000000,1.000000,0.500000
Ziegler-Nichols,24.9200,1.000000,1.000000,0.500000
Ziegler-Nichols,24.9400,1.000000,1.000000,0.500000
Ziegler-Nichols,24.9600,1.000000,1.000000,0.500000
Ziegler-Nichols,24.9800,1.000000,1.000000,0.500000
Tyreus-Luyben,0.0000,1.000000,0.000000,1.330853
Tyreus-Luyben,0.0200,1.000000,0.000000,1.341983
Tyreus-Luyben,0.0400,1.000000,0.000000,1.353113
Tyreus-Luyben,0.0600,1.000000,0.000000,1.364244
Tyreus-Luyben,0.0800,1.000000,0.000000,1.375374
Tyreus-Luyben,0.1000,1.000000,0.000000,1.386505
Tyreus-Luyben,0.1200,1.000000,0.000000,1.397635
Tyreus-Luyben,0.1400,1.000000,0.000000,1.408766
Tyreus-Luyben,0.1600,1.000000,0.000000,1.419896
Tyreus-Luyben,0.1800,1.000000,0.000000,1.431027
Tyreus-Luyben,0.2000,1.000000,0.000000,1.442157
Tyreus-Luyben,0.2200,1.000000,0.000000,1.453288
Tyreus-Luyben,0.2400,1.000000,0.000000,1.464418
Tyreus-Luyben,0.2600,1.000000,0.000000,1.475549
Tyreus-Luyben,0.2800,1.000000,0.000000,1.486679
Tyreus-Luyben,0.3000,1.000000,0.026484,1.497810
Tyreus-Luyben,0.3200,1.000000,0.078996,1.077676
Tyreus-Luyben,0.3400,1.000000,0.130909,0.878549
Tyreus-Luyben,0.3600,1.000000,0.182235,0.767767
Tyreus-Luyben,0.3800,1.000000,0.232986,0.692321
Tyreus-Luyben,0.4000,1.000000,0.283172,0.631025
Tyreus-Luyben,0.4200,1.000000,0.332805,0.575414
Tyreus-Luyben,0.4400,1.000000,0.381896,0.522100
Tyreus-Luyben,0.4600,1.000000,0.430456,0.469725
Tyreus-Luyben,0.4800,1.000000,0.478495,0.417746
Tyreus-Luyben,0.5000,1.000000,0.526024,0.365940
Tyreus-Luyben,0.5200,1.000000,0.573053,0.314215
Tyreus-Luyben,0.5400,1.000000,0.619591,0.262533
Tyreus-Luyben,0.5600,1.000000,0.665648,0.210874
Tyreus-Luyben,0.5800,1.000000,0.711234,0.159226
Tyreus-Luyben,0.6000,1.000000,0.756358,0.107584
Tyreus-Luyben,0.6200,1.000000,0.787382,0.105614
Tyreus-Luyben,0.6400,1.000000,0.808218,0.190374
Tyreus-Luyben,0.6600,1.000000,0.823581,0.263371
Tyreus-Luyben,0.6800,1.000000,0.835382,0.313970
Tyreus-Luyben,0.7000,1.000000,0.844413,0.349389
Tyreus-Luyben,0.7200,1.000000,0.851020,0.377085
Tyreus-Luyben,0.7400,1.000000,0.855367,0.401857
Tyreus-Luyben,0.7600,1.000000,0.857546,0.426340
Tyreus-Luyben,0.7800,1.000000,0.857621,0.451869
Tyreus-Luyben,0.8000,1.000000,0.855641,0.479079
Tyreus-Luyben,0.8200,1.000000,0.851652,0.508260
Tyreus-Luyben,0.8400,1.000000,0.845694,0.539534
Tyreus-Luyben,0.8600,1.000000,0.837808,0.572947
Tyreus-Luyben,0.8800,1.000000,0.828033,0.608507
Tyreus-Luyben,0.9000,1.000000,0.816406,0.646210
Tyreus-Luyben,0.9200,1.000000,0.803953,0.686043
Tyreus-Luyben,0.9400,1.000000,0.794716,0.698976
Tyreus-Luyben,0.9600,1.000000,0.788749,0.685540
Tyreus-Luyben,0.9800,1.000000,0.785114,0.665059
Tyreus-Luyben,1.0000,1.000000,0.783083,0.646636
Tyreus-Luyben,1.0200,1.000000,0.782249,0.631944
Tyreus-Luyben,1.0400,1.000000,0.782433,0.619844
Tyreus-Luyben,1.0600,1.000000,0.783582,0.608730
Tyreus-Luyben,1.0800,1.000000,0.785706,0.597318
Tyreus-Luyben,1.1000,1.000000,0.788848,0.584744
Tyreus-Luyben,1.1200,1.000000,0.793064,0.570471
Tyreus-Luyben,1.1400,1.000000,0.798414,0.554170
Tyreus-Luyben,1.1600,1.000000,0.804960,0.535636
Tyreus-Luyben,1.1800,1.000000,0.812764,0.514726
Tyreus-Luyben,1.2000,1.000000,0.821885,0.491336
Tyreus-Luyben,1.2200,1.000000,0.832382,0.465377
Tyreus-Luyben,1.2400,1.000000,0.843545,0.438627
Tyreus-Luyben,1.2600,1.000000,0.854161,0.420833
Tyreus-Luyben,1.2800,1.000000,0.863788,0.413033
Tyreus-Luyben,1.3000,1.000000,0.872465,0.410860
Tyreus-Luyben,1.3200,1.000000,0.880352,0.410578
Tyreus-Luyben,1.3400,1.000000,0.887582,0.410434
Tyreus-Luyben,1.3600,1.000000,0.894223,0.410073
Tyreus-Luyben,1.3800,1.000000,0.900286,0.409792
Tyreus-Luyben,1.4000,1.000000,0.905744,0.410062
Tyreus-Luyben,1.4200,1.000000,0.910547,0.411325
Tyreus-Luyben,1.4400,1.000000,0.914629,0.413939
Tyreus-Luyben,1.4600,1.000000,0.917919,0.418183
Tyreus-Luyben,1.4800,1.000000,0.920339,0.424277
Tyreus-Luyben,1.5000,1.000000,0.921810,0.432404
Tyreus-Luyben,1.5200,1.000000,0.922250,0.442724
Tyreus-Luyben,1.5400,1.000000,0.921611,0.455392
Tyreus-Luyben,1.5600,1.000000,0.920175,0.468984
Tyreus-Luyben,1.5800,1.000000,0.918368,0.480352
Tyreus-Luyben,1.6000,1.000000,0.916468,0.488373
Tyreus-Luyben,1.6200,1.000000,0.914582,0.493791
Tyreus-Luyben,1.6400,1.000000,0.912728,0.497799
Tyreus-Luyben,1.6600,1.000000,0.910898,0.501251
Tyreus-Luyben,1.6800,1.000000,0.909092,0.504523
Tyreus-Luyben,1.7000,1.000000,0.907326,0.507652
Tyreus-Luyben,1.7200,1.000000,0.905634,0.510494
Tyreus-Luyben,1.7400,1.000000,0.904065,0.512839
Tyreus-Luyben,1.7600,1.000000,0.902678,0.514470
Tyreus-Luyben,1.7800,1.000000,0.901542,0.515178
Tyreus-Luyben,1.8000,1.000000,0.900729,0.514772
Tyreus-Luyben,1.8200,1.000000,0.900319,0.513068
Tyreus-Luyben,1.8400,1.000000,0.900396,0.509894
Tyreus-Luyben,1.8600,1.000000,0.901008,0.505144
Tyreus-Luyben,1.8800,1.000000,0.902086,0.499451
Tyreus-Luyben,1.9000,1.000000,0.903493,0.493931
Tyreus-Luyben,1.9200,1.000000,0.905110,0.489252
Tyreus-Luyben,1.9400,1.000000,0.906864,0.485454
Tyreus-Luyben,1.9600,1.000000,0.908725,0.482248
Tyreus-Luyben,1.9800,1.000000,0.910679,0.479325
Tyreus-Luyben,2.0000,1.000000,0.912720,0.476486
Tyreus-Luyben,2.0200,1.000000,0.914837,0.473668
Tyreus-Luyben,2.0400,1.000000,0.917010,0.470902
Tyreus-Luyben,2.0600,1.000000,0.919213,0.468282
Tyreus-Luyben,2.0800,1.000000,0.921409,0.465930
Tyreus-Luyben,2.1000,1.000000,0.923557,0.463978
Tyreus-Luyben,2.1200,1.000000,0.925609,0.462567
Tyreus-Luyben,2.1400,1.000000,0.927509,0.461840
Tyreus-Luyben,2.1600,1.000000,0.929198,0.461944
Tyreus-Luyben,2.1800,1.000000,0.930635,0.462958
Tyreus-Luyben,2.2000,1.000000,0.931821,0.464671
Tyreus-Luyben,2.2200,1.000000,0.932789,0.466683
Tyreus-Luyben,2.2400,1.000000,0.933580,0.468672
Tyreus-Luyben,2.2600,1.000000,0.934222,0.470512
Tyreus-Luyben,2.2800,1.000000,0.934735,0.472232
Tyreus-Luyben,2.3000,1.000000,0.935124,0.473920
Tyreus-Luyben,2.3200,1.000000,0.935393,0.475655
Tyreus-Luyben,2.3400,1.000000,0.935547,0.477477
Tyreus-Luyben,2.3600,1.000000,0.935593,0.479383
Tyreus-Luyben,2.3800,1.000000,0.935541,0.481335
Tyreus-Luyben,2.4000,1.000000,0.935409,0.483274
Tyreus-Luyben,2.4200,1.000000,0.935218,0.485123
Tyreus-Luyben,2.4400,1.000000,0.934995,0.486793
Tyreus-Luyben,2.4600,1.000000,0.934771,0.488188
Tyreus-Luyben,2.4800,1.000000,0.934584,0.489204
Tyreus-Luyben,2.5000,1.000000,0.934462,0.489778
Tyreus-Luyben,2.5200,1.000000,0.934420,0.489955
Tyreus-Luyben,2.5400,1.000000,0.934459,0.489863
Tyreus-Luyben,2.5600,1.000000,0.934571,0.489636
Tyreus-Luyben,2.5800,1.000000,0.934750,0.489352
Tyreus-Luyben,2.6000,1.000000,0.934993,0.489030
Tyreus-Luyben,2.6200,1.000000,0.935299,0.488652
Tyreus-Luyben,2.6400,1.000000,0.935670,0.488190
Tyreus-Luyben,2.6600,1.000000,0.936108,0.487621
Tyreus-Luyben,2.6800,1.000000,0.936615,0.486941
Tyreus-Luyben,2.7000,1.000000,0.937188,0.486159
Tyreus-Luyben,2.7200,1.000000,0.937825,0.485300
Tyreus-Luyben,2.7400,1.000000,0.938517,0.484402
Tyreus-Luyben,2.7600,1.000000,0.939254,0.483513
Tyreus-Luyben,2.7800,1.000000,0.940020,0.482688
Tyreus-Luyben,2.8000,1.000000,0.940799,0.481990
Tyreus-Luyben,2.8200,1.000000,0.941572,0.481467
Tyreus-Luyben,2.8400,1.000000,0.942329,0.481123
Tyreus-Luyben,2.8600,1.000000,0.943063,0.480926
Tyreus-Luyben,2.8800,1.000000,0.943772,0.480830
Tyreus-Luyben,2.9000,1.000000,0.944454,0.480801
Tyreus-Luyben,2.9200,1.000000,0.945108,0.480823
Tyreus-Luyben,2.9400,1.000000,0.945732,0.480900
Tyreus-Luyben,2.9600,1.000000,0.946323,0.481044
Tyreus-Luyben,2.9800,1.000000,0.946875,0.481265
Tyreus-Luyben,3.0000,1.000000,0.947387,0.481573
Tyreus-Luyben,3.0200,1.000000,0.947855,0.481968
Tyreus-Luyben,3.0400,1.000000,0.948279,0.482442
Tyreus-Luyben,3.0600,1.000000,0.948659,0.482982
Tyreus-Luyben,3.0800,1.000000,0.948998,0.483566
Tyreus-Luyben,3.1000,1.000000,0.949301,0.484167
Tyreus-Luyben,3.1200,1.000000,0.949576,0.484750
Tyreus-Luyben,3.1400,1.000000,0.949829,0.485287
Tyreus-Luyben,3.1600,1.000000,0.950069,0.485764
Tyreus-Luyben,3.1800,1.000000,0.950299,0.486184
Tyreus-Luyben,3.2000,1.000000,0.950523,0.486557
Tyreus-Luyben,3.2200,1.000000,0.950743,0.486896
Tyreus-Luyben,3.2400,1.000000,0.950961,0.487206
Tyreus-Luyben,3.2600,1.000000,0.951180,0.487487
Tyreus-Luyben,3.2800,1.000000,0.951402,0.487733
Tyreus-Luyben,3.3000,1.000000,0.951632,0.487935
Tyreus-Luyben,3.3200,1.000000,0.951871,0.488086
Tyreus-Luyben,3.3400,1.000000,0.952124,0.488183
Tyreus-Luyben,3.3600,1.000000,0.952393,0.488224
Tyreus-Luyben,3.3800,1.000000,0.952679,0.488213
Tyreus-Luyben,3.4000,1.000000,0.952983,0.488156
Tyreus-Luyben,3.4200,1.000000,0.953304,0.488066
Tyreus-Luyben,3.4400,1.000000,0.953641,0.487956
Tyreus-Luyben,3.4600,1.000000,0.953991,0.487844
Tyreus-Luyben,3.4800,1.000000,0.954350,0.487739
Tyreus-Luyben,3.5000,1.000000,0.954718,0.487643
Tyreus-Luyben,3.5200,1.000000,0.955093,0.487557
Tyreus-Luyben,3.5400,1.000000,0.955472,0.487478
Tyreus-Luyben,3.5600,1.000000,0.955856,0.487405
Tyreus-Luyben,3.5800,1.000000,0.956242,0.487339
Tyreus-Luyben,3.6000,1.000000,0.956629,0.487284
Tyreus-Luyben,3.6200,1.000000,0.957014,0.487244
Tyreus-Luyben,3.6400,1.000000,0.957397,0.487223
Tyreus-Luyben,3.6600,1.000000,0.957774,0.487228
Tyreus-Luyben,3.6800,1.000000,0.958143,0.487260
Tyreus-Luyben,3.7000,1.000000,0.958504,0.487322
Tyreus-Luyben,3.7200,1.000000,0.958854,0.487413
Tyreus-Luyben,3.7400,1.000000,0.959193,0.487527
Tyreus-Luyben,3.7600,1.000000,0.959520,0.487662
Tyreus-Luyben,3.7800,1.000000,0.959837,0.487808
Tyreus-Luyben,3.8000,1.000000,0.960144,0.487962
Tyreus-Luyben,3.8200,1.000000,0.960441,0.488120
Tyreus-Luyben,3.8400,1.000000,0.960729,0.488281
Tyreus-Luyben,3.8600,1.000000,0.961009,0.488445
Tyreus-Luyben,3.8800,1.000000,0.961280,0.488613
Tyreus-Luyben,3.9000,1.000000,0.961544,0.488782
Tyreus-Luyben,3.9200,1.000000,0.961801,0.488953
Tyreus-Luyben,3.9400,1.000000,0.962051,0.489121
Tyreus-Luyben,3.9600,1.000000,0.962297,0.489284
Tyreus-Luyben,3.9800,1.000000,0.962538,0.489438
Tyreus-Luyben,4.0000,1.000000,0.962777,0.489580
Tyreus-Luyben,4.0200,1.000000,0.963015,0.489710
Tyreus-Luyben,4.0400,1.000000,0.963252,0.489824
Tyreus-Luyben,4.0600,1.000000,0.963490,0.489924
Tyreus-Luyben,4.0800,1.000000,0.963728,0.490012
Tyreus-Luyben,4.1000,1.000000,0.963968,0.490089
Tyreus-Luyben,4.1200,1.000000,0.964210,0.490157
Tyreus-Luyben,4.1400,1.000000,0.964453,0.490218
Tyreus-Luyben,4.1600,1.000000,0.964698,0.490272
Tyreus-Luyben,4.1800,1.000000,0.964944,0.490320
Tyreus-Luyben,4.2000,1.000000,0.965192,0.490363
Tyreus-Luyben,4.2200,1.000000,0.965442,0.490399
Tyreus-Luyben,4.2400,1.000000,0.965694,0.490429
Tyreus-Luyben,4.2600,1.000000,0.965947,0.490456
Tyreus-Luyben,4.2800,1.000000,0.966202,0.490482
Tyreus-Luyben,4.3000,1.000000,0.966457,0.490506
Tyreus-Luyben,4.3200,1.000000,0.966713,0.490532
Tyreus-Luyben,4.3400,1.000000,0.966968,0.490560
Tyreus-Luyben,4.3600,1.000000,0.967222,0.490594
Tyreus-Luyben,4.3800,1.000000,0.967474,0.490632
Tyreus-Luyben,4.4000,1.000000,0.967725,0.490675
Tyreus-Luyben,4.4200,1.000000,0.967974,0.490723
Tyreus-Luyben,4.4400,1.000000,0.968220,0.490775
Tyreus-Luyben,4.4600,1.000000,0.968463,0.490830
Tyreus-Luyben,4.4800,1.000000,0.968704,0.490890
Tyreus-Luyben,4.5000,1.000000,0.968942,0.490953
Tyreus-Luyben,4.5200,1.000000,0.969176,0.491019
Tyreus-Luyben,4.5400,1.000000,0.969407,0.491089
Tyreus-Luyben,4.5600,1.000000,0.969635,0.491163
Tyreus-Luyben,4.5800,1.000000,0.969859,0.491241
Tyreus-Luyben,4.6000,1.000000,0.970079,0.491320
Tyreus-Luyben,4.6200,1.000000,0.970297,0.491402
Tyreus-Luyben,4.6400,1.000000,0.970511,0.491484
Tyreus-Luyben,4.6600,1.000000,0.970722,0.491566
Tyreus-Luyben,4.6800,1.000000,0.970930,0.491647
Tyreus-Luyben,4.7000,1.000000,0.971136,0.491727
Tyreus-Luyben,4.7200,1.000000,0.971340,0.491805
Tyreus-Luyben,4.7400,1.000000,0.971541,0.491880
Tyreus-Luyben,4.7600,1.000000,0.971741,0.491954
Tyreus-Luyben,4.7800,1.000000,0.971939,0.492025
Tyreus-Luyben,4.8000,1.000000,0.972136,0.492095
Tyreus-Luyben,4.8200,1.000000,0.972331,0.492161
Tyreus-Luyben,4.8400,1.000000,0.972526,0.492225
Tyreus-Luyben,4.8600,1.000000,0.972719,0.492287
Tyreus-Luyben,4.8800,1.000000,0.972912,0.492345
Tyreus-Luyben,4.9000,1.000000,0.973103,0.492401
Tyreus-Luyben,4.9200,1.000000,0.973295,0.492454
Tyreus-Luyben,4.9400,1.000000,0.973485,0.492505
