scenario,k,cmd,rc,output,setpoint,error,p,i,d,ff,unsat,flags,last_error
sp_ramp_midflight_change,3,u,0,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0,0,0,0.15000000000000002,516,0
sp_ramp_midflight_change,4,u,0,0.25,0.25,0.25,0.25,0,0,0,0.25,516,0
sp_ramp_midflight_change,5,u,0,0.33750000000000002,0.33750000000000002,0.33750000000000002,0.33750000000000002,0,0,0,0.33750000000000002,516,0
sp_ramp_midflight_change,6,u,0,0.41250000000000003,0.41250000000000003,0.41250000000000003,0.41250000000000003,0,0,0,0.41250000000000003,516,0
sp_ramp_midflight_change,7,u,0,0.47500000000000003,0.47500000000000003,0.47500000000000003,0.47500000000000003,0,0,0,0.47500000000000003,516,0
sp_ramp_midflight_change,8,u,0,0.52500000000000002,0.52500000000000002,0.52500000000000002,0.52500000000000002,0,0,0,0.52500000000000002,516,0
sp_ramp_midflight_change,9,u,0,0.5625,0.5625,0.5625,0.5625,0,0,0,0.5625,516,0
sp_ramp_midflight_change,10,u,0,0.58750000000000002,0.58750000000000002,0.58750000000000002,0.58750000000000002,0,0,0,0.58750000000000002,516,0
output_slew,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
output_slew,1,u,0,0.5,10,10,100,0,0,0,100,1028,0
output_slew,2,u,0,1,10,10,100,0,0,0,100,1028,0
output_slew,3,u,0,1.5,10,10,100,0,0,0,100,1028,0
output_slew,4,u,0,2,10,10,100,0,0,0,100,1028,0
output_slew,5,u,0,1.5,0,0,0,0,0,0,0,1028,0
output_slew,6,u,0,1,0,0,0,0,0,0,0,1028,0
shaper_runtime_setup,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
shaper_runtime_setup,1,u,0,10,10,10,10,0,0,0,10,4,0
shaper_runtime_setup,2,u,0,10,10,10,10,0,0,0,10,4,0
shaper_runtime_setup,3,u,0,10,10,10,10,0,0,0,10,4,0
shaper_runtime_setup,4,u,0,10,10,10,10,0,0,0,10,4,0
shaper_runtime_setup,5,u,0,10,10,10,10,0,0,0,10,4,0
input_lpf,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
input_lpf,1,u,0,2,1,1,2,0,0,0,2,4,0
input_lpf,2,u,0,0.74285714285714322,1,0.80000000000000004,1.6000000000000001,0,-0.85714285714285687,0,0.74285714285714322,4,0
input_lpf,3,u,0,0.34938775510204123,1,0.64000000000000012,1.2800000000000002,0,-0.93061224489795902,0,0.34938775510204123,4,0
input_lpf,4,u,0,0.20953935860058315,1,0.51200000000000001,1.024,0,-0.81446064139941687,0,0.20953935860058315,4,0
input_lpf,5,u,0,0.14763981674302395,1,0.40960000000000008,0.81920000000000015,0,-0.6715601832569762,0,0.14763981674302395,4,0
input_lpf,6,u,0,1.369542804783721,1,0.52768000000000004,1.0553600000000001,0,0.3141828047837209,0,1.369542804783721,4,0
input_lpf_runtime,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
input_lpf_runtime,1,u,0,2,1,1,2,0,0,0,2,4,0
input_lpf_runtime,2,u,0,0,1,0,0,0,0,0,0,4,0
input_lpf_runtime,3,u,0,0,1,0,0,0,0,0,0,4,0
input_lpf_runtime,4,u,0,0,1,0,0,0,0,0,0,4,0
safety_range_fault,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
safety_range_fault,1,u,0,5,5,5,10,0.5,0,0,10.5,5,0
safety_range_fault,2,u,0,5,5,4,8,0.90000000000000002,0,0,8.9000000000000004,5,0
safety_range_fault,3,u,11,-5,5,-94,-188,-5,0,0,-193,270,11
safety_range_fault,4,u,11,0.75,5,-94,-188,-5,0,0,-193,270,11
safety_range_fault,5,u,11,0.75,5,-94,-188,-5,0,0,-193,270,11
safety_range_fault,6,u,11,0.75,5,-94,-188,-5,0,0,-193,270,11
safety_rate_fault,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
safety_rate_fault,1,u,0,5,5,5,10,0.5,0,0,10.5,5,0
safety_rate_fault,2,u,0,5,5,4.7999999999999998,9.5999999999999996,0.97999999999999998,0,0,10.58,5,0
safety_rate_fault,3,u,12,0.5,5,4.7999999999999998,9.5999999999999996,0.97999999999999998,0,0,10.58,5,12
safety_rate_fault,4,u,12,0.5,5,4.7999999999999998,9.5999999999999996,0.97999999999999998,0,0,10.58,5,12
safety_auto_recover,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
safety_auto_recover,1,u,0,5,5,5,10,0.5,0,0,10.5,5,0
safety_auto_recover,2,u,0,5,5,4,8,0.90000000000000002,0,0,8.9000000000000004,5,0
safety_auto_recover,3,u,11,-5,5,-94,-188,-5,0,0,-193,270,11
safety_auto_recover,4,u,11,0.20000000000000001,5,-94,-188,-5,0,0,-193,270,11
safety_auto_recover,5,u,11,0.20000000000000001,5,-94,-188,-5,0,0,-193,270,11
safety_auto_recover,6,u,5,2.3499999999999996,5,3.5,7,-4.6500000000000004,0,0,2.3499999999999996,12,5
safety_auto_recover,7,u,5,1.6499999999999995,5,3,6,-4.3500000000000005,0,0,1.6499999999999995,4,5
safety_auto_recover,8,u,5,0.89999999999999947,5,2.5,5,-4.1000000000000005,0,0,0.89999999999999947,4,5
safety_manual_clear,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
safety_manual_clear,1,u,0,5,5,5,10,0.5,0,0,10.5,5,0
safety_manual_clear,2,u,11,0.20000000000000001,5,5,10,0.5,0,0,10.5,5,11
safety_manual_clear,3,u,11,0.20000000000000001,5,5,10,0.5,0,0,10.5,5,11
safety_manual_clear,4,u,11,5,5,3.5,7,0.55000000000000004,0,0,7.5499999999999998,5,11
safety_manual_clear,5,u,11,5,5,3,6,0.85000000000000009,0,0,6.8499999999999996,5,11
nan_measurement,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
nan_measurement,1,u,0,10.5,5,5,10,0.5,0,0,10.5,4,0
nan_measurement,2,u,0,8.2333333333333343,5,4,8,0.90000000000000002,-0.66666666666666663,0,8.2333333333333343,4,0
nan_measurement,3,u,9,8.2333333333333343,5,4,8,0.90000000000000002,-0.66666666666666663,0,8.2333333333333343,4,9
nan_measurement,4,u,9,6.3111111111111118,5,3,6,1.2000000000000002,-0.88888888888888884,0,6.3111111111111118,4,9
nan_measurement,5,u,10,6.3111111111111118,5,3,6,1.2000000000000002,-0.88888888888888884,0,6.3111111111111118,4,10
nan_measurement,6,u,10,4.4370370370370376,5,2,4,1.4000000000000001,-0.96296296296296291,0,4.4370370370370376,4,10
dt_violation_clamped,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
dt_violation_clamped,1,u,0,10.5,5,5,10,0.5,0,0,10.5,4,0
dt_violation_clamped,2,u,6,8.5,5,4,8,1.3,-0.80000000000000004,0,8.5,132,6
dt_violation_clamped,3,u,6,5.0500000000000007,5,3,6,1.4500000000000002,-2.3999999999999999,0,5.0500000000000007,132,6
dt_violation_clamped,4,u,6,3.5166666666666671,5,2,4,1.6500000000000001,-2.1333333333333333,0,3.5166666666666671,4,6
dt_nonpositive,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
dt_nonpositive,1,u,0,10.5,5,5,10,0.5,0,0,10.5,4,0
dt_nonpositive,2,u,6,7.5666666666666673,5,4,8,0.90000000000000002,-1.3333333333333333,0,7.5666666666666673,132,6
dt_nonpositive,3,u,6,5.4222222222222225,5,3,6,1.2000000000000002,-1.7777777777777777,0,5.4222222222222225,132,6
dt_nonpositive,4,u,6,3.4740740740740748,5,2,4,1.4000000000000001,-1.9259259259259258,0,3.4740740740740748,4,6
dt_varying,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
dt_varying,1,u,0,10.5,5,5,10,0.5,0,0,10.5,4,0
dt_varying,2,u,0,8.5170747126436765,5,4.5,9,0.66649999999999998,-1.149425287356322,0,8.5170747126436765,4,0
dt_varying,3,u,0,8.2201984448951997,5,4,8,1.1465000000000001,-0.92630155510480083,0,8.2201984448951997,4,0
dt_varying,4,u,0,6.9523192537767926,5,3.3999999999999999,6.7999999999999998,1.4218999999999999,-1.2695807462232067,0,6.9523192537767926,4,0
dt_varying,5,u,0,6.0787064179255976,5,2.7999999999999998,5.5999999999999996,1.7019,-1.2231935820744022,0,6.0787064179255976,4,0
nominal_dt_path,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
nominal_dt_path,1,un,0,10.5,5,5,10,0.5,0,0,10.5,4,0
nominal_dt_path,2,un,0,7.5666666666666673,5,4,8,0.90000000000000002,-1.3333333333333333,0,7.5666666666666673,4,0
nominal_dt_path,3,un,0,5.4222222222222225,5,3,6,1.2000000000000002,-1.7777777777777777,0,5.4222222222222225,4,0
nominal_dt_path,4,un,0,2.4111111111111119,5,2,4,1.3000000000000003,-2.8888888888888888,0,2.4111111111111119,4,0
nominal_dt_path,5,un,0,1.9305555555555554,5,1.5,3,1.3750000000000002,-2.4444444444444446,0,1.9305555555555554,4,0
setgains_bumpless,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
setgains_bumpless,1,u,0,12,10,10,10,2,0,0,12,4,0
setgains_bumpless,2,u,0,11.6,10,8,8,3.6000000000000001,0,0,11.6,4,0
setgains_bumpless,3,u,0,10.800000000000001,10,6,6,4.8000000000000007,0,0,10.800000000000001,4,0
setgains_bumpless,4,u,0,19.200000000000003,10,4,12,7.2000000000000011,0,0,19.200000000000003,4,0
setgains_bumpless,5,u,0,18,10,3,9,9.0000000000000018,0,0,18,4,0
setgains_rescale,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
setgains_rescale,1,u,0,12,10,10,10,2,0,0,12,4,0
setgains_rescale,2,u,0,11.6,10,8,8,3.6000000000000001,0,0,11.6,4,0
setgains_rescale,3,u,0,10.800000000000001,10,6,6,4.8000000000000007,0,0,10.800000000000001,4,0
setgains_rescale,4,u,0,28.800000000000004,10,4,12,16.800000000000004,0,0,28.800000000000004,4,0
setgains_rescale,5,u,0,27.600000000000005,10,3,9,18.600000000000005,0,0,27.600000000000005,4,0
setgains_rescale_from_zero_ki,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
setgains_rescale_from_zero_ki,1,u,0,10,10,10,10,0,0,0,10,4,0
setgains_rescale_from_zero_ki,2,u,0,8,10,8,8,0,0,0,8,4,0
setgains_rescale_from_zero_ki,3,u,0,8.4000000000000004,10,6,6,2.4000000000000004,0,0,8.4000000000000004,4,0
setgains_rescale_from_zero_ki,4,u,0,8,10,4,4,4,0,0,8,4,0
limits_runtime,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
limits_runtime,1,u,0,22,10,10,20,2,0,0,22,4,0
limits_runtime,2,u,0,21.800000000000001,10,9,18,3.7999999999999998,0,0,21.800000000000001,4,0
limits_runtime,3,u,0,1,10,8,16,1,0,0,17,13,0
limits_runtime,4,u,0,1,10,7,14,1,0,0,15,13,0
limits_runtime,5,u,0,14.199999999999999,10,6,12,2.2000000000000002,0,0,14.199999999999999,4,0
limits_runtime,6,u,0,10.5,10,5,10,0.5,0,0,10.5,12,0
limits_runtime,7,u,0,8.5,10,4,8,0.5,0,0,8.5,12,0
integral_inherits_output_limits,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
integral_inherits_output_limits,1,u,0,2,100,100,100,2,0,0,102,13,0
integral_inherits_output_limits,2,u,0,2,100,100,100,2,0,0,102,13,0
integral_inherits_output_limits,3,u,0,2,100,100,100,2,0,0,102,13,0
integral_inherits_output_limits,4,u,0,2,100,100,100,2,0,0,102,13,0
integral_inherits_output_limits,5,u,0,2,100,100,100,2,0,0,102,13,0
setintegrator_direct,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
setintegrator_direct,1,u,0,5.5,5,5,5,0.5,0,0,5.5,4,0
setintegrator_direct,2,u,0,9,5,5,5,4,0,0,9,4,0
setintegrator_direct,3,u,0,10,5,5,5,10,0,0,15,13,0
feedforward_static,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
feedforward_static,1,u,0,7.25,5,5,5,0.25,0,2,7.25,4,0
feedforward_static,2,u,0,6.4500000000000002,5,4,4,0.45000000000000001,0,2,6.4500000000000002,4,0
feedforward_static,3,u,0,5.5999999999999996,5,3,3,0.60000000000000009,0,2,5.5999999999999996,4,0
feedforward_static,4,u,0,5.7000000000000002,5,2,2,0.70000000000000007,0,3,5.7000000000000002,4,0
feedforward_gain,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
feedforward_gain,1,u,0,5.75,5,5,5,0.25,0,0.5,5.75,4,0
feedforward_gain,2,u,0,4.9500000000000002,5,4,4,0.45000000000000001,0,0.5,4.9500000000000002,4,0
feedforward_per_sample,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
feedforward_per_sample,1,uex,0,6.75,5,5,5,0.25,0,1.5,6.75,4,0
feedforward_per_sample,2,uex,0,6.9500000000000002,5,4,4,0.45000000000000001,0,2.5,6.9500000000000002,4,0
feedforward_per_sample,3,uex,0,3.6000000000000001,5,3,3,0.60000000000000009,0,0,3.6000000000000001,4,0
gainsched_linear,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
gainsched_linear,1,u,0,41,10,10,40,1,0,0,41,4,0
gainsched_linear,2,u,0,27.240000000000002,10,8,25.600000000000001,1.6400000000000001,0,0,27.240000000000002,4,0
gainsched_linear,3,u,0,11.890000000000001,10,5,10,1.8900000000000001,0,0,11.890000000000001,4,0
gainsched_linear,4,u,0,4.7300000000000004,10,2,2.7999999999999998,1.9300000000000002,0,0,4.7300000000000004,4,0
gainsched_linear,5,u,0,1.9300000000000002,10,0,0,1.9300000000000002,0,0,1.9300000000000002,4,0
gainsched_smooth,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
gainsched_smooth,1,u,0,41,10,10,40,1,0,0,41,4,0
gainsched_smooth,2,u,0,28.027200000000001,10,8,26.368000000000002,1.6592000000000002,0,0,28.027200000000001,4,0
gainsched_smooth,3,u,0,11.9092,10,5,10,1.9092000000000002,0,0,11.9092,4,0
gainsched_smooth,4,u,0,4.6484000000000005,10,2,2.7040000000000002,1.9444000000000004,0,0,4.6484000000000005,4,0
gainsched_smooth,5,u,0,1.9444000000000004,10,0,0,1.9444000000000004,0,0,1.9444000000000004,4,0
gainsched_hold,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
gainsched_hold,1,u,0,41,10,10,40,1,0,0,41,4,0
gainsched_hold,2,u,0,17.399999999999999,10,8,16,1.3999999999999999,0,0,17.399999999999999,4,0
gainsched_hold,3,u,0,11.65,10,5,10,1.6499999999999999,0,0,11.65,4,0
gainsched_hold,4,u,0,3.6499999999999999,10,2,2,1.6499999999999999,0,0,3.6499999999999999,4,0
gainsched_hold,5,u,0,1.6499999999999999,10,0,0,1.6499999999999999,0,0,1.6499999999999999,4,0
gainsched_external,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
gainsched_external,1,u,0,10,10,10,10,0,0,0,10,4,0
gainsched_external,2,u,0,30,10,10,30,0,0,0,30,4,0
gainsched_external,3,u,0,50,10,10,50,0,0,0,50,4,0
gainsched_external,4,u,0,50,10,10,50,0,0,0,50,4,0
gainsched_hysteresis,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
gainsched_hysteresis,1,u,0,30,10,10,30,0,0,0,30,4,0
gainsched_hysteresis,2,u,0,30,10,10,30,0,0,0,30,4,0
gainsched_hysteresis,3,u,0,36,10,10,36,0,0,0,36,4,0
gainsched_via_input,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
gainsched_via_input,1,uex,0,10,10,10,10,0,0,0,10,4,0
gainsched_via_input,2,uex,0,30,10,10,30,0,0,0,30,4,0
gainsched_via_input,3,uex,0,50,10,10,50,0,0,0,50,4,0
fastpath,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
fastpath,1,ufast,0,5,4,nan,nan,0.40000000000000002,nan,nan,nan,0,0
fastpath,2,ufast,0,5,4,nan,nan,0.75,nan,nan,nan,0,0
fastpath,3,ufast,0,4.8966666666666665,4,nan,nan,1.03,nan,nan,nan,0,0
fastpath,4,ufast,0,3.0522222222222233,4,nan,nan,1.23,nan,nan,nan,0,0
fastpath,5,ufast,0,0.60407407407407465,4,nan,nan,1.3300000000000001,nan,nan,nan,0,0
fastpath,6,ufast,0,-0.75864197530864041,4,nan,nan,1.3500000000000001,nan,nan,nan,0,0
fastpath_equivalent_full,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
fastpath_equivalent_full,1,u,0,5,4,4,8,0.40000000000000002,0,0,8.4000000000000004,5,0
fastpath_equivalent_full,2,u,0,5,4,3.5,7,0.75,-0.99999999999999978,0,6.75,5,0
fastpath_equivalent_full,3,u,0,4.8966666666666665,4,2.7999999999999998,5.5999999999999996,1.03,-1.7333333333333329,0,4.8966666666666665,4,0
fastpath_equivalent_full,4,u,0,3.0522222222222233,4,2,4,1.23,-2.1777777777777771,0,3.0522222222222233,4,0
fastpath_equivalent_full,5,u,0,0.60407407407407465,4,1,2,1.3300000000000001,-2.7259259259259254,0,0.60407407407407465,4,0
fastpath_equivalent_full,6,u,0,-0.75864197530864041,4,0.20000000000000018,0.40000000000000036,1.3500000000000001,-2.5086419753086409,0,-0.75864197530864041,4,0
fastpath_saturating,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
fastpath_saturating,1,ufast,0,1,10,nan,nan,1,nan,nan,nan,0,0
fastpath_saturating,2,ufast,0,1,10,nan,nan,1,nan,nan,nan,0,0
fastpath_saturating,3,ufast,0,1,10,nan,nan,1,nan,nan,nan,0,0
fastpath_saturating,4,ufast,0,1,10,nan,nan,1,nan,nan,nan,0,0
reset_state,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
reset_state,1,u,0,10.5,5,5,10,0.5,0,0,10.5,4,0
reset_state,2,u,0,6.9000000000000004,5,4,8,0.90000000000000002,-1.9999999999999996,0,6.9000000000000004,4,0
reset_state,3,u,0,4.5333333333333341,5,3,6,1.2000000000000002,-2.6666666666666661,0,4.5333333333333341,4,0
reset_state,4,u,0,-1.799999999999998,5,2,4,0.20000000000000001,-5.9999999999999982,0,-1.799999999999998,4,0
reset_state,5,u,0,-1.6999999999999993,5,1,2,0.30000000000000004,-3.9999999999999991,0,-1.6999999999999993,4,0
everything_at_once,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
everything_at_once,1,u,0,0.66462500000000002,0.15000000000000002,0.15000000000000002,0.26250000000000001,0.0052500000000000003,0.19687500000000002,0.20000000000000001,0.66462500000000002,516,0
everything_at_once,2,u,0,0.41825120192307691,0.45000000000000007,0.29615384615384621,0.4028846153846154,0.020865384615384616,-0.20549879807692312,0.20000000000000001,0.41825120192307691,516,0
everything_at_once,3,u,0,-0.55329207886464449,0.90000000000000013,0.38224852071005933,0.28062130177514799,0.044609467455621304,-1.0785228480954139,0.20000000000000001,-0.55329207886464449,516,0
everything_at_once,4,u,0,-1.8032920788646445,1.5000000000000002,0.41215293582157519,-0.094617660446062457,0.07241351843422851,-2.1111142519228983,0.20000000000000001,-1.933318393934732,1540,0
everything_at_once,5,u,0,-3,2.25,0.34978642204404609,-0.8130339448898849,0.16473256279788537,-3.3613963422477755,0.20000000000000001,-3.8753488911781346,518,0
everything_at_once,6,u,0,-3,3.1499999999999999,0.40371472125787466,-1.353213196855314,0.32182600881277346,-3.7808373192824165,0.20000000000000001,-4.7429454133242777,518,0
everything_at_once,7,u,0,-3,3.9500000000000002,0.3753629053894616,-2.0240927365263461,0.53410764074063999,-3.9918531891552136,0.20000000000000001,-5.4668521999361293,518,0
everything_at_once,8,u,0,-3,4.6500000000000004,0.37330024947043761,-2.5542493763239071,0.7435851704663945,-3.6497190655789362,0.20000000000000001,-5.4436575907421068,518,0
everything_at_once,9,u,0,-3,5.25,0.3874155381356541,-2.9689611546608652,0.93094581253086028,-3.1443902616817767,0.20000000000000001,-5.1431411933100337,518,0
everything_at_once,10,u,0,-3,5.75,0.43071725423732588,-3.2357068644066866,1.0793612910885617,-2.5209513401858548,0.20000000000000001,-4.5970777443286268,518,0
everything_at_once,11,u,0,-3,6,0.3804413872229695,-3.548896531942578,1.1956580954767029,-1.930938670757504,0.20000000000000001,-4.1720833591604096,6,0
everything_at_once,12,u,0,-3,6,0.23411777675259682,-3.9147055581185097,1.2818030929091933,-1.3642677973419444,0.20000000000000001,-3.8618056892446058,6,0
everything_at_once,13,u,0,-3,6,0.163303247232367,-4.0917418819190843,1.2818030929091933,-0.82141399065423459,0.20000000000000001,-3.4313527796641257,2,0
everything_at_once,14,u,0,-3,6,0.13895584445068732,-4.152610388873283,1.2979905382246277,-0.41455013366518656,0.20000000000000001,-3.0747783614203694,6,0
everything_at_once,15,u,0,-3,6,0.14320359658503889,-4.9703892102448854,1.3565366282330009,-0.13421753945268705,0.20000000000000001,-3.5925082394211585,6,0
everything_at_once,16,u,0,-2.8926672429210418,5.8499999999999996,0.13043298251387014,-4.8737010524583892,1.3702184571879463,0.41081535234940075,0.20000000000000001,-2.8926672429210418,516,0
everything_at_once,17,u,0,-1.6426672429210418,5.5499999999999998,0.29949722000853551,-4.0965083399743936,1.3917149673140665,2.0493769446043522,0.20000000000000001,-0.45541642805597488,1540,0
everything_at_once,18,u,0,-0.39266724292104183,5.0999999999999996,0.63815213538986804,-2.6755435938303966,1.4385974350839867,4.0367909311332948,0.20000000000000001,2.9998447723868851,1540,0
everything_at_once,19,u,0,0.85733275707895817,4.5,0.83117054485530373,-1.5564883654340891,1.3819787803339214,4.5788886465021639,0.20000000000000001,4.7344638501643201,1541,0
everything_at_once,20,u,0,2.1073327570789582,3.75,0.7230280276032639,-1.2059159171902083,1.3655529503609933,3.8013706561781118,0.20000000000000001,4.2551434479447536,1541,0
everything_reverse,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
everything_reverse,1,u,0,-1,0.75,-0.75,-2.25,0,-3.28125,0,-5.53125,1546,0
everything_reverse,2,u,0,-2,1.5,-1.1000000000000001,-3.5,0,-2.7617187500000004,0,-6.26171875,1546,0
everything_reverse,3,u,0,-3,2.25,-1.05,-3.7499999999999996,0,-0.81689453125,0,-4.56689453125,522,0
everything_reverse,4,u,0,-2,3,-0.60000000000000009,-2.9999999999999991,-0.042000000000000003,1.6624145507812498,0,-1.3795854492187491,1540,0
everything_reverse,5,u,0,-1,3.75,-0.049999999999999822,-1.9999999999999996,-0.045499999999999992,3.0296554565429701,0,0.98415545654297043,1540,0
everything_reverse,6,u,0,0,4.5,0.45000000000000018,-1.1249999999999982,-0.013999999999999985,3.3236207962036137,0,2.1846207962036157,1540,0
everything_reverse,7,u,0,-0.40976720142363998,5.25,0.42500000000000071,-1.5624999999999978,0.015750000000000063,1.1369827985763576,0,-0.40976720142363998,516,0
everything_reverse,8,u,0,-1.40976720142364,6,-0.16249999999999964,-3.4062499999999973,0.015750000000000063,-2.1439439505338678,0,-5.5344439505338645,1034,0
rules_freq,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
rules_freq,1,rule,0,2.3999999999999999,1.9199999999999999,0.75,1.25,0.3125,0.03125,nan,nan,0,0
rules_freq,2,rule,0,1.8,0.86399999999999999,0,2.0833333333333335,0,0,nan,nan,0,0
rules_freq,3,rule,0,2,0,0,0,0,0,nan,nan,0,0
rules_freq,4,rule,0,1.8,0.32727272727272727,0.7142857142857143,5.5,0.3968253968253968,0.03968253968253968,nan,nan,0,0
rules_freq,5,rule,0,1.24,0.22545454545454546,0,5.5,0,0,nan,nan,0,0
rules_freq,6,rule,0,2.7999999999999998,2.7999999999999998,1.0499999999999998,1,0.375,0.037500000000000006,nan,nan,0,0
rules_freq,7,rule,0,1.3200000000000001,1.056,1.0999999999999999,1.25,0.83333333333333326,0.083333333333333329,nan,nan,0,0
rules_freq,8,rule,0,0.80000000000000004,0.64000000000000001,0.66666666666666663,1.25,0.83333333333333326,0.083333333333333329,nan,nan,0,0
rules_freq,9,rule,0,0.64000000000000001,0.55652173913043468,0.16,1.1500000000000001,0.25,0.025000000000000001,nan,nan,0,0
rules_freq,10,rule,0,0.64000000000000001,0.55652173913043468,0,1.1500000000000001,0,0,nan,nan,0,0
rules_freq,11,rule,0,0.80000000000000004,0,0,0,0,0,nan,nan,0,0
rules_fopdt,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
rules_fopdt,1,rule,0,2.3472222222222223,3.5648148148148153,0.24281609195402298,0.65844155844155838,0.10344827586206896,0.010344827586206896,nan,nan,0,0
rules_fopdt,2,rule,0,1.5416666666666667,2.4946062567421792,0,0.61799999999999999,0,0,nan,nan,0,0
rules_fopdt,3,rule,0,1.8333333333333335,0,0,0,0,0,nan,nan,0,0
rules_fopdt,4,rule,0,0.84999999999999998,1.2318840579710146,0.11697247706422016,0.68999999999999995,0.13761467889908255,0.013761467889908256,nan,nan,0,0
rules_fopdt,5,rule,0,0.3624753451676529,0.42609173779864123,0,0.85069789674952201,0,0,nan,nan,0,0
rules_fopdt,6,rule,0,0.3624753451676529,0,0,0,0,0,nan,nan,0,0
rules_fopdt,7,rule,0,1.6428571428571428,1.4285714285714286,0.21428571428571427,1.1499999999999999,0.13043478260869565,0.013043478260869566,nan,nan,0,0
rules_fopdt,8,rule,0,1,1,0,1,0,0,nan,nan,0,0
rules_fopdt,9,rule,0,1,0,0,0,0,0,nan,nan,0,0
rules_fopdt,10,rule,0,0.34848484848484845,0.30303030303030304,0.045454545454545449,1.1499999999999999,0.13043478260869565,0.013043478260869566,nan,nan,0,0
rules_fopdt,11,rule,0,2.7380952380952381,2.3809523809523814,0.35714285714285715,1.1499999999999999,0.13043478260869565,0.013043478260869566,nan,nan,0,0
rules_mismatch,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
rules_mismatch,1,rule,18,0,0,0,0,0,0,nan,nan,0,0
rules_mismatch,2,rule,18,0,0,0,0,0,0,nan,nan,0,0
rules_mismatch,3,rule,8,0,0,0,0,0,0,nan,nan,0,0
rules_mismatch,4,rule,20,0,0,0,0,0,0,nan,nan,0,0
rules_mismatch,5,rule,20,0,0,0,0,0,0,nan,nan,0,0
invalid_init_gain,0,init,4,0,nan,nan,nan,nan,nan,nan,nan,0,0
invalid_init_dt,0,init,6,0,nan,nan,nan,nan,nan,nan,nan,0,0
invalid_init_limits,0,init,5,0,nan,nan,nan,nan,nan,nan,nan,0,0
invalid_init_weights,0,init,3,0,nan,nan,nan,nan,nan,nan,nan,0,0
sticky_error_channel,0,init,0,0,nan,nan,nan,nan,nan,nan,nan,0,0
sticky_error_channel,1,u,0,1,5,5,5,0.5,0,0,5.5,5,0
sticky_error_channel,2,u,9,1,5,5,5,0.5,0,0,5.5,5,9
sticky_error_channel,3,u,9,1,5,4,4,0.90000000000000002,0,0,4.9000000000000004,5,9
sticky_error_channel,4,u,9,1,5,3,3,1,0,0,4,13,9
